Time (year),rlut (W m-2 s-1)
1850.5,237.07899475097656
1851.5,237.07293701171875
1852.5,237.04864501953125
1853.5,237.02224731445312
1854.5,236.9949951171875
1855.5,236.9652557373047
1856.5,236.9394073486328
1857.5,236.91807556152344
1858.5,236.89352416992188
1859.5,236.86761474609375
1860.5,236.8461151123047
1861.5,236.82809448242188
1862.5,236.8043670654297
1863.5,236.78318786621094
1864.5,236.7675018310547
1865.5,236.74623107910156
1866.5,236.72792053222656
1867.5,236.71018981933594
1868.5,236.70399475097656
1869.5,236.6918182373047
1870.5,236.67881774902344
1871.5,236.6649169921875
1872.5,236.64523315429688
1873.5,236.62306213378906
1874.5,236.6013641357422
1875.5,236.57518005371094
1876.5,236.5515594482422
1877.5,236.53005981445312
1878.5,236.50790405273438
1879.5,236.4931182861328
1880.5,236.4839324951172
1881.5,236.470458984375
1882.5,236.45054626464844
1883.5,236.43292236328125
1884.5,236.41259765625
1885.5,236.399658203125
1886.5,236.3897247314453
1887.5,236.37681579589844
1888.5,236.3640594482422
1889.5,236.35543823242188
1890.5,236.341552734375
1891.5,236.3319549560547
1892.5,236.32066345214844
1893.5,236.30755615234375
1894.5,236.29421997070312
1895.5,236.28439331054688
1896.5,236.2724609375
1897.5,236.26438903808594
1898.5,236.2548370361328
1899.5,236.24693298339844
1900.5,236.2377471923828
1901.5,236.2290496826172
1902.5,236.21896362304688
1903.5,236.2096710205078
1904.5,236.20274353027344
1905.5,236.19371032714844
1906.5,236.18519592285156
1907.5,236.17742919921875
1908.5,236.16598510742188
1909.5,236.15829467773438
1910.5,236.15065002441406
1911.5,236.1414337158203
1912.5,236.1329345703125
1913.5,236.1209259033203
1914.5,236.11056518554688
1915.5,236.0985870361328
1916.5,236.08595275878906
1917.5,236.07350158691406
1918.5,236.0611572265625
1919.5,236.04544067382812
1920.5,236.03341674804688
1921.5,236.02064514160156
1922.5,236.0082550048828
1923.5,235.99520874023438
1924.5,235.98220825195312
1925.5,235.9692840576172
1926.5,235.95639038085938
1927.5,235.9468536376953
1928.5,235.93505859375
1929.5,235.92416381835938
1930.5,235.91261291503906
1931.5,235.9011993408203
1932.5,235.88897705078125
1933.5,235.8762664794922
1934.5,235.86492919921875
1935.5,235.8554229736328
1936.5,235.84629821777344
1937.5,235.83628845214844
1938.5,235.82803344726562
1939.5,235.81777954101562
1940.5,235.80801391601562
1941.5,235.7978057861328
1942.5,235.7843780517578
1943.5,235.77626037597656
1944.5,235.7621612548828
1945.5,235.75164794921875
1946.5,235.7433319091797
1947.5,235.73342895507812
1948.5,235.72244262695312
1949.5,235.7158966064453
1950.5,235.7063751220703
1951.5,235.69772338867188
1952.5,235.69065856933594
1953.5,235.6810760498047
1954.5,235.67295837402344
1955.5,235.66246032714844
1956.5,235.65528869628906
1957.5,235.6474609375
1958.5,235.64039611816406
1959.5,235.63385009765625
1960.5,235.6263885498047
1961.5,235.61988830566406
1962.5,235.63755798339844
1963.5,235.684814453125
1964.5,235.73086547851562
1965.5,235.772216796875
1966.5,235.81529235839844
1967.5,235.85020446777344
1968.5,235.88229370117188
1969.5,235.9099884033203
1970.5,235.93545532226562
1971.5,235.9591064453125
1972.5,235.98345947265625
1973.5,236.0086669921875
1974.5,236.03030395507812
1975.5,236.04931640625
1976.5,236.0697784423828
1977.5,236.08961486816406
1978.5,236.10911560058594
1979.5,236.1263427734375
1980.5,236.1434326171875
1981.5,236.16038513183594
1982.5,236.1751708984375
1983.5,236.19068908691406
1984.5,236.2057342529297
1985.5,236.21908569335938
1986.5,236.2331085205078
1987.5,236.2465057373047
1988.5,236.26007080078125
1989.5,236.27383422851562
1990.5,236.28834533691406
1991.5,236.3006591796875
1992.5,236.3137664794922
1993.5,236.32464599609375
1994.5,236.33717346191406
1995.5,236.3482666015625
1996.5,236.35997009277344
1997.5,236.37098693847656
1998.5,236.38214111328125
1999.5,236.39346313476562
2000.5,236.40478515625
2001.5,236.41409301757812
2002.5,236.4248504638672
2003.5,236.4348907470703
2004.5,236.44483947753906
2005.5,236.45510864257812
2006.5,236.46484375
2007.5,236.4761962890625
2008.5,236.4860382080078
2009.5,236.4962158203125
2010.5,236.50433349609375
2011.5,236.51377868652344
2012.5,236.522705078125
2013.5,236.5317840576172
2014.5,236.5411376953125
2015.5,236.5519256591797
2016.5,236.56040954589844
2017.5,236.569580078125
2018.5,236.57769775390625
2019.5,236.58753967285156
2020.5,236.59585571289062
2021.5,236.6046142578125
2022.5,236.61216735839844
2023.5,236.62005615234375
2024.5,236.62916564941406
2025.5,236.6386260986328
2026.5,236.64602661132812
2027.5,236.65614318847656
2028.5,236.66650390625
2029.5,236.67347717285156
2030.5,236.68402099609375
2031.5,236.69229125976562
2032.5,236.69985961914062
2033.5,236.70855712890625
2034.5,236.71746826171875
2035.5,236.72781372070312
2036.5,236.7330780029297
2037.5,236.74195861816406
2038.5,236.7515869140625
2039.5,236.75973510742188
2040.5,236.7688446044922
2041.5,236.77682495117188
2042.5,236.78604125976562
2043.5,236.79400634765625
2044.5,236.800537109375
2045.5,236.810546875
2046.5,236.81875610351562
2047.5,236.82757568359375
2048.5,236.83648681640625
2049.5,236.8435821533203
2050.5,236.8515625
2051.5,236.86058044433594
2052.5,236.869384765625
2053.5,236.8774871826172
2054.5,236.88626098632812
2055.5,236.8925018310547
2056.5,236.9000244140625
2057.5,236.90896606445312
2058.5,236.91653442382812
2059.5,236.92333984375
2060.5,236.93348693847656
2061.5,236.93917846679688
2062.5,236.94786071777344
2063.5,236.95361328125
2064.5,236.9628143310547
2065.5,236.96983337402344
2066.5,236.9773712158203
2067.5,236.98602294921875
2068.5,236.99127197265625
2069.5,237.00103759765625
2070.5,237.0079345703125
2071.5,237.01318359375
2072.5,237.02023315429688
2073.5,237.02578735351562
2074.5,237.03392028808594
2075.5,237.03977966308594
2076.5,237.04641723632812
2077.5,237.05300903320312
2078.5,237.0606231689453
2079.5,237.06651306152344
2080.5,237.0732421875
2081.5,237.07923889160156
2082.5,237.08665466308594
2083.5,237.09283447265625
2084.5,237.09811401367188
2085.5,237.10427856445312
2086.5,237.11032104492188
2087.5,237.11709594726562
2088.5,237.1215057373047
2089.5,237.1278533935547
2090.5,237.13595581054688
2091.5,237.14059448242188
2092.5,237.14682006835938
2093.5,237.1519317626953
2094.5,237.15847778320312
2095.5,237.16380310058594
2096.5,237.1686553955078
2097.5,237.17469787597656
2098.5,237.18055725097656
2099.5,237.18484497070312
2100.5,237.190673828125
2101.5,237.19532775878906
2102.5,237.20098876953125
2103.5,237.20567321777344
2104.5,237.21009826660156
2105.5,237.21701049804688
2106.5,237.22219848632812
2107.5,237.2265625
2108.5,237.231201171875
2109.5,237.2358856201172
2110.5,237.2418975830078
2111.5,237.24610900878906
2112.5,237.25047302246094
2113.5,237.25665283203125
2114.5,237.2603759765625
2115.5,237.2661590576172
2116.5,237.27027893066406
2117.5,237.27671813964844
2118.5,237.28138732910156
2119.5,237.28564453125
2120.5,237.2914581298828
2121.5,237.29635620117188
2122.5,237.30050659179688
2123.5,237.30511474609375
2124.5,237.3098907470703
2125.5,237.3145294189453
2126.5,237.3188934326172
2127.5,237.3240509033203
2128.5,237.328125
2129.5,237.33358764648438
2130.5,237.3372039794922
2131.5,237.34115600585938
2132.5,237.3447723388672
2133.5,237.35037231445312
2134.5,237.35633850097656
2135.5,237.36062622070312
2136.5,237.36624145507812
2137.5,237.36990356445312
2138.5,237.3749542236328
2139.5,237.37796020507812
2140.5,237.38156127929688
2141.5,237.3867950439453
2142.5,237.39024353027344
2143.5,237.39535522460938
2144.5,237.39930725097656
2145.5,237.40621948242188
2146.5,237.4092254638672
2147.5,237.41412353515625
2148.5,237.41844177246094
2149.5,237.4232635498047
2150.5,237.42950439453125
2151.5,237.43283081054688
2152.5,237.43817138671875
