Time (year),cLand (PgC)
1850.5,3081.65771484375
1851.5,3081.513671875
1852.5,3081.5556640625
1853.5,3081.796142578125
1854.5,3082.20556640625
1855.5,3082.82373046875
1856.5,3083.600341796875
1857.5,3084.556396484375
1858.5,3085.640380859375
1859.5,3086.877197265625
1860.5,3088.254150390625
1861.5,3089.768798828125
1862.5,3091.376708984375
1863.5,3093.13720703125
1864.5,3095.0068359375
1865.5,3096.980712890625
1866.5,3099.0458984375
1867.5,3101.220703125
1868.5,3103.45068359375
1869.5,3105.786376953125
1870.5,3108.182373046875
1871.5,3110.6279296875
1872.5,3113.119384765625
1873.5,3115.690673828125
1874.5,3118.338623046875
1875.5,3121.06298828125
1876.5,3123.856201171875
1877.5,3126.715087890625
1878.5,3129.651611328125
1879.5,3132.66162109375
1880.5,3135.696533203125
1881.5,3138.769775390625
1882.5,3141.8857421875
1883.5,3145.054931640625
1884.5,3148.236083984375
1885.5,3151.45654296875
1886.5,3154.71826171875
1887.5,3158.01220703125
1888.5,3161.3115234375
1889.5,3164.64794921875
1890.5,3168.008056640625
1891.5,3171.38037109375
1892.5,3174.78173828125
1893.5,3178.2138671875
1894.5,3181.65869140625
1895.5,3185.14453125
1896.5,3188.6552734375
1897.5,3192.177978515625
1898.5,3195.708740234375
1899.5,3199.24658203125
1900.5,3202.773681640625
1901.5,3206.3251953125
1902.5,3209.877685546875
1903.5,3213.434326171875
1904.5,3216.965087890625
1905.5,3220.4736328125
1906.5,3223.9482421875
1907.5,3227.43212890625
1908.5,3230.890380859375
1909.5,3234.343017578125
1910.5,3237.770263671875
1911.5,3241.191162109375
1912.5,3244.590576171875
1913.5,3248.0009765625
1914.5,3251.385986328125
1915.5,3254.763916015625
1916.5,3258.08837890625
1917.5,3261.38232421875
1918.5,3264.63134765625
1919.5,3267.857177734375
1920.5,3271.046630859375
1921.5,3274.21240234375
1922.5,3277.351806640625
1923.5,3280.4384765625
1924.5,3283.445556640625
1925.5,3286.39404296875
1926.5,3289.303955078125
1927.5,3292.171630859375
1928.5,3294.98779296875
1929.5,3297.763427734375
1930.5,3300.49951171875
1931.5,3303.185791015625
1932.5,3305.857666015625
1933.5,3308.526123046875
1934.5,3311.124755859375
1935.5,3313.706298828125
1936.5,3316.281005859375
1937.5,3318.8125
1938.5,3321.29931640625
1939.5,3323.74658203125
1940.5,3326.12548828125
1941.5,3328.4755859375
1942.5,3330.7841796875
1943.5,3333.05322265625
1944.5,3335.242431640625
1945.5,3337.34912109375
1946.5,3339.399658203125
1947.5,3341.398193359375
1948.5,3343.34375
1949.5,3345.238525390625
1950.5,3347.089599609375
1951.5,3348.858154296875
1952.5,3350.583251953125
1953.5,3352.2744140625
1954.5,3353.905517578125
1955.5,3355.431884765625
1956.5,3356.865478515625
1957.5,3358.203857421875
1958.5,3359.445556640625
1959.5,3360.597900390625
1960.5,3361.654296875
1961.5,3362.599365234375
1962.5,3363.449951171875
1963.5,3364.22412109375
1964.5,3364.913330078125
1965.5,3365.502197265625
1966.5,3366.0556640625
1967.5,3366.5283203125
1968.5,3366.954345703125
1969.5,3367.2919921875
1970.5,3367.5556640625
1971.5,3367.802734375
1972.5,3368.048828125
1973.5,3368.281494140625
1974.5,3368.466552734375
1975.5,3368.624755859375
1976.5,3368.7216796875
1977.5,3368.808349609375
1978.5,3368.84326171875
1979.5,3368.828857421875
1980.5,3368.7783203125
1981.5,3368.66845703125
1982.5,3368.492431640625
1983.5,3368.275390625
1984.5,3368.0078125
1985.5,3367.6796875
1986.5,3367.306640625
1987.5,3366.894287109375
1988.5,3366.383544921875
1989.5,3365.795654296875
