Time (year),rh (PgC a-1)
1850.5,67.08375549316406
1851.5,67.24464416503906
1852.5,67.4091796875
1853.5,67.60922241210938
1854.5,67.80464172363281
1855.5,68.0396499633789
1856.5,68.24945068359375
1857.5,68.47454833984375
1858.5,68.68022918701172
1859.5,68.92556762695312
1860.5,69.13619995117188
1861.5,69.36060333251953
1862.5,69.57220458984375
1863.5,69.82502746582031
1864.5,70.04088592529297
1865.5,70.28446960449219
1866.5,70.518798828125
1867.5,70.7645263671875
1868.5,71.00276947021484
1869.5,71.27375030517578
1870.5,71.53282928466797
1871.5,71.80128479003906
1872.5,72.03970336914062
1873.5,72.28897094726562
1874.5,72.52593994140625
1875.5,72.77685546875
1876.5,73.00447082519531
1877.5,73.25325012207031
1878.5,73.49398803710938
1879.5,73.76536560058594
1880.5,74.01628875732422
1881.5,74.27532196044922
1882.5,74.51844787597656
1883.5,74.79601287841797
1884.5,75.02662658691406
1885.5,75.29923248291016
1886.5,75.55025482177734
1887.5,75.83566284179688
1888.5,76.09135437011719
1889.5,76.39183044433594
1890.5,76.66839599609375
1891.5,76.94721221923828
1892.5,77.23785400390625
1893.5,77.53241729736328
1894.5,77.81714630126953
1895.5,78.11726379394531
1896.5,78.41045379638672
1897.5,78.7050552368164
1898.5,78.99101257324219
1899.5,79.29115295410156
1900.5,79.58423614501953
1901.5,79.89085388183594
1902.5,80.16664123535156
1903.5,80.4603271484375
1904.5,80.74427032470703
1905.5,81.03926086425781
1906.5,81.32637023925781
1907.5,81.62483978271484
1908.5,81.91582489013672
1909.5,82.20716094970703
1910.5,82.49589538574219
1911.5,82.78363037109375
1912.5,83.07929229736328
1913.5,83.35376739501953
1914.5,83.6517562866211
1915.5,83.90795135498047
1916.5,84.20128631591797
1917.5,84.47720336914062
1918.5,84.75686645507812
1919.5,85.03568267822266
1920.5,85.30947875976562
1921.5,85.58338928222656
1922.5,85.8630599975586
1923.5,86.14021301269531
1924.5,86.41667938232422
1925.5,86.68501281738281
1926.5,86.9549560546875
1927.5,87.2157974243164
1928.5,87.50995635986328
1929.5,87.74641418457031
1930.5,88.02335357666016
1931.5,88.26175689697266
1932.5,88.53971862792969
1933.5,88.80633544921875
1934.5,89.0728988647461
1935.5,89.33494567871094
1936.5,89.61566162109375
1937.5,89.88603210449219
1938.5,90.179443359375
1939.5,90.42852020263672
1940.5,90.72683715820312
1941.5,90.97028350830078
1942.5,91.26392364501953
1943.5,91.53311920166016
1944.5,91.80683135986328
1945.5,92.07838439941406
1946.5,92.35145568847656
1947.5,92.61494445800781
1948.5,92.88175201416016
1949.5,93.13262176513672
1950.5,93.3940658569336
1951.5,93.66015625
1952.5,93.9554443359375
1953.5,94.23820495605469
1954.5,94.5045394897461
1955.5,94.77490234375
1956.5,95.04304504394531
1957.5,95.31288146972656
1958.5,95.58454895019531
1959.5,95.85377502441406
1960.5,96.1160888671875
1961.5,96.38264465332031
1962.5,96.6449203491211
1963.5,96.90630340576172
1964.5,97.16262817382812
1965.5,97.40916442871094
1966.5,97.6733169555664
1967.5,97.93704223632812
1968.5,98.197265625
1969.5,98.46990203857422
1970.5,98.74031066894531
1971.5,99.012451171875
1972.5,99.29752349853516
1973.5,99.55708312988281
1974.5,99.84883117675781
1975.5,100.11910247802734
1976.5,100.40745544433594
1977.5,100.68933868408203
1978.5,100.95989990234375
1979.5,101.24150848388672
1980.5,101.51429748535156
1981.5,101.80181121826172
1982.5,102.09300994873047
1983.5,102.34867095947266
1984.5,102.62798309326172
1985.5,102.89424896240234
1986.5,103.16695404052734
1987.5,103.44441986083984
1988.5,103.7024917602539
1989.5,103.9543228149414
