Time (year),rtmt (W m-2 s-1)
1850.5,0.19970837235450745
1851.5,0.18368785083293915
1852.5,0.1771581768989563
1853.5,0.16047577559947968
1854.5,0.16103380918502808
1855.5,0.16137078404426575
1856.5,0.1692008376121521
1857.5,0.1676016002893448
1858.5,0.16940739750862122
1859.5,0.17276206612586975
1860.5,0.18026205897331238
1861.5,0.18163549900054932
1862.5,0.18217332661151886
1863.5,0.19413837790489197
1864.5,0.20028658211231232
1865.5,0.20931842923164368
1866.5,0.22079676389694214
1867.5,0.22917784750461578
1868.5,0.2520741820335388
1869.5,0.26227694749832153
1870.5,0.2818809449672699
1871.5,0.2986220121383667
1872.5,0.31827452778816223
1873.5,0.33466657996177673
1874.5,0.3607027530670166
1875.5,0.3924674093723297
1876.5,0.4254786968231201
1877.5,0.4493953585624695
1878.5,0.4845663905143738
1879.5,0.519232451915741
1880.5,0.560247540473938
1881.5,0.5992103219032288
1882.5,0.6368259191513062
1883.5,0.6827314496040344
1884.5,0.7273492217063904
1885.5,0.77191162109375
1886.5,0.8166763782501221
1887.5,0.8606784343719482
1888.5,0.9107840061187744
1889.5,0.9574121832847595
1890.5,1.0088729858398438
1891.5,1.0575491189956665
1892.5,1.1103144884109497
1893.5,1.1600381135940552
1894.5,1.2079824209213257
1895.5,1.2580684423446655
1896.5,1.3069541454315186
1897.5,1.3557409048080444
1898.5,1.393294334411621
1899.5,1.4375070333480835
1900.5,1.4760221242904663
1901.5,1.5121848583221436
1902.5,1.5541080236434937
1903.5,1.580479383468628
1904.5,1.6167495250701904
1905.5,1.640106201171875
1906.5,1.6674376726150513
1907.5,1.6859573125839233
1908.5,1.7077305316925049
1909.5,1.7263941764831543
1910.5,1.7365624904632568
1911.5,1.7508842945098877
1912.5,1.7561284303665161
1913.5,1.765060305595398
1914.5,1.7649656534194946
1915.5,1.7628238201141357
1916.5,1.7622435092926025
1917.5,1.7612091302871704
1918.5,1.7532587051391602
1919.5,1.7503105401992798
1920.5,1.741044282913208
1921.5,1.731195092201233
1922.5,1.7228134870529175
1923.5,1.707854151725769
1924.5,1.699334740638733
1925.5,1.68606436252594
1926.5,1.673601508140564
1927.5,1.6636749505996704
1928.5,1.6487531661987305
1929.5,1.6373116970062256
1930.5,1.623948097229004
1931.5,1.6127121448516846
1932.5,1.6025819778442383
1933.5,1.5946892499923706
1934.5,1.5814441442489624
1935.5,1.5718892812728882
1936.5,1.5560752153396606
1937.5,1.5444108247756958
1938.5,1.5322002172470093
