Time (year),rlut (W m-2 s-1)
1850.5,237.07899475097656
1851.5,237.07293701171875
1852.5,237.04864501953125
1853.5,237.02224731445312
1854.5,236.9949951171875
1855.5,236.9652557373047
1856.5,236.9394073486328
1857.5,236.91807556152344
1858.5,236.89352416992188
1859.5,236.86761474609375
1860.5,236.8461151123047
1861.5,236.82809448242188
1862.5,236.8043670654297
1863.5,236.78318786621094
1864.5,236.7675018310547
1865.5,236.74623107910156
1866.5,236.72792053222656
1867.5,236.71018981933594
1868.5,236.70399475097656
1869.5,236.6918182373047
1870.5,236.67881774902344
1871.5,236.6649169921875
1872.5,236.64523315429688
1873.5,236.62306213378906
1874.5,236.6013641357422
1875.5,236.57518005371094
1876.5,236.5515594482422
1877.5,236.53005981445312
1878.5,236.50790405273438
1879.5,236.4931182861328
1880.5,236.4839324951172
1881.5,236.470458984375
1882.5,236.45054626464844
1883.5,236.43292236328125
1884.5,236.41259765625
1885.5,236.399658203125
1886.5,236.3897247314453
1887.5,236.37681579589844
1888.5,236.3640594482422
1889.5,236.35543823242188
1890.5,236.341552734375
1891.5,236.3319549560547
1892.5,236.32066345214844
1893.5,236.30755615234375
1894.5,236.29421997070312
1895.5,236.28439331054688
1896.5,236.2724609375
1897.5,236.26438903808594
1898.5,236.2548370361328
1899.5,236.24693298339844
1900.5,236.2377471923828
1901.5,236.2290496826172
1902.5,236.21896362304688
1903.5,236.2100372314453
1904.5,236.2107391357422
1905.5,236.2481231689453
1906.5,236.31106567382812
1907.5,236.36439514160156
1908.5,236.40623474121094
1909.5,236.44544982910156
1910.5,236.48011779785156
1911.5,236.50669860839844
1912.5,236.53416442871094
1913.5,236.55471801757812
1914.5,236.57586669921875
1915.5,236.59332275390625
1916.5,236.60731506347656
1917.5,236.6197967529297
1918.5,236.63233947753906
1919.5,236.64260864257812
1920.5,236.65155029296875
1921.5,236.66094970703125
1922.5,236.6668243408203
1923.5,236.6731719970703
1924.5,236.68080139160156
1925.5,236.68775939941406
1926.5,236.69198608398438
1927.5,236.69813537597656
1928.5,236.700927734375
1929.5,236.70632934570312
1930.5,236.71136474609375
1931.5,236.7167510986328
1932.5,236.72023010253906
1933.5,236.722412109375
1934.5,236.72549438476562
1935.5,236.72987365722656
1936.5,236.7305145263672
1937.5,236.735107421875
1938.5,236.73507690429688
1939.5,236.73948669433594
1940.5,236.74099731445312
1941.5,236.7423095703125
1942.5,236.74562072753906
1943.5,236.74700927734375
1944.5,236.74949645996094
1945.5,236.75164794921875
1946.5,236.7531280517578
1947.5,236.75796508789062
1948.5,236.75738525390625
1949.5,236.7626495361328
1950.5,236.76397705078125
1951.5,236.76654052734375
1952.5,236.76918029785156
1953.5,236.7701416015625
1954.5,236.77369689941406
1955.5,236.77500915527344
1956.5,236.77464294433594
1957.5,236.77984619140625
1958.5,236.78164672851562
1959.5,236.78343200683594
1960.5,236.78836059570312
1961.5,236.78948974609375
1962.5,236.79356384277344
1963.5,236.7949981689453
1964.5,236.798095703125
1965.5,236.79933166503906
1966.5,236.80364990234375
1967.5,236.80682373046875
1968.5,236.80577087402344
1969.5,236.81370544433594
1970.5,236.8180694580078
1971.5,236.8196258544922
1972.5,236.823486328125
1973.5,236.8255615234375
1974.5,236.83212280273438
1975.5,236.8343963623047
1976.5,236.83624267578125
1977.5,236.8413848876953
1978.5,236.8433837890625
1979.5,236.84754943847656
1980.5,236.84951782226562
1981.5,236.854248046875
1982.5,236.85581970214844
1983.5,236.85787963867188
1984.5,236.8607635498047
1985.5,236.8662567138672
1986.5,236.86883544921875
1987.5,236.8725128173828
1988.5,236.87265014648438
1989.5,236.87791442871094
1990.5,236.88279724121094
1991.5,236.8826904296875
1992.5,236.88717651367188
1993.5,236.89117431640625
1994.5,236.89662170410156
1995.5,236.89991760253906
1996.5,236.90060424804688
1997.5,236.907958984375
1998.5,236.90931701660156
1999.5,236.9115753173828
2000.5,236.91424560546875
2001.5,236.91769409179688
2002.5,236.9230499267578
2003.5,236.92367553710938
2004.5,236.92449951171875
2005.5,236.9300994873047
2006.5,236.9330596923828
2007.5,236.93630981445312
2008.5,236.93960571289062
2009.5,236.94375610351562
2010.5,236.9481658935547
2011.5,236.94998168945312
2012.5,236.9532928466797
2013.5,236.9557342529297
2014.5,236.9597930908203
2015.5,236.9639129638672
2016.5,236.9647216796875
2017.5,236.97055053710938
2018.5,236.97227478027344
2019.5,236.977783203125
2020.5,236.9794921875
2021.5,236.98350524902344
2022.5,236.98678588867188
2023.5,236.98825073242188
2024.5,236.9912872314453
2025.5,236.99526977539062
2026.5,237.00131225585938
2027.5,237.00299072265625
2028.5,237.0037384033203
2029.5,237.0076141357422
2030.5,237.010498046875
2031.5,237.01419067382812
2032.5,237.01776123046875
2033.5,237.0197296142578
2034.5,237.02529907226562
2035.5,237.02723693847656
2036.5,237.0294189453125
2037.5,237.03207397460938
2038.5,237.0359344482422
2039.5,237.03929138183594
2040.5,237.04067993164062
2041.5,237.045166015625
2042.5,237.0476531982422
2043.5,237.05154418945312
2044.5,237.05340576171875
2045.5,237.05589294433594
2046.5,237.0596160888672
2047.5,237.06082153320312
2048.5,237.06333923339844
2049.5,237.06809997558594
2050.5,237.0704803466797
2051.5,237.07150268554688
2052.5,237.0749969482422
2053.5,237.07659912109375
2054.5,237.08006286621094
2055.5,237.08358764648438
2056.5,237.08511352539062
2057.5,237.0877227783203
2058.5,237.0885467529297
2059.5,237.09339904785156
2060.5,237.094970703125
2061.5,237.0970001220703
2062.5,237.10128784179688
2063.5,237.10256958007812
2064.5,237.10704040527344
2065.5,237.1095428466797
2066.5,237.114013671875
2067.5,237.11277770996094
2068.5,237.1143798828125
2069.5,237.1178436279297
2070.5,237.12022399902344
2071.5,237.12359619140625
2072.5,237.12632751464844
2073.5,237.12738037109375
2074.5,237.1337890625
2075.5,237.13148498535156
2076.5,237.13400268554688
2077.5,237.13687133789062
2078.5,237.1389617919922
2079.5,237.13803100585938
2080.5,237.14224243164062
2081.5,237.1432647705078
2082.5,237.14468383789062
2083.5,237.1482696533203
2084.5,237.1534423828125
2085.5,237.15748596191406
2086.5,237.15618896484375
2087.5,237.15887451171875
2088.5,237.15863037109375
2089.5,237.16253662109375
2090.5,237.16619873046875
2091.5,237.16860961914062
2092.5,237.1722869873047
2093.5,237.169921875
2094.5,237.17428588867188
2095.5,237.17674255371094
2096.5,237.18052673339844
2097.5,237.18637084960938
2098.5,237.1852569580078
2099.5,237.18804931640625
2100.5,237.18829345703125
2101.5,237.1919708251953
2102.5,237.19757080078125
2103.5,237.19960021972656
2104.5,237.19874572753906
2105.5,237.20556640625
2106.5,237.2049102783203
2107.5,237.2101287841797
2108.5,237.21347045898438
2109.5,237.21395874023438
2110.5,237.21644592285156
2111.5,237.2216339111328
2112.5,237.22543334960938
2113.5,237.2258758544922
2114.5,237.22718811035156
2115.5,237.23196411132812
2116.5,237.22943115234375
2117.5,237.23313903808594
2118.5,237.2348175048828
2119.5,237.2381591796875
2120.5,237.23587036132812
2121.5,237.23838806152344
2122.5,237.23980712890625
2123.5,237.2450408935547
2124.5,237.2456817626953
2125.5,237.25042724609375
2126.5,237.2475128173828
2127.5,237.2492218017578
2128.5,237.25
2129.5,237.25521850585938
2130.5,237.259765625
2131.5,237.26266479492188
2132.5,237.26666259765625
2133.5,237.2646942138672
2134.5,237.2649383544922
2135.5,237.2673797607422
2136.5,237.26731872558594
2137.5,237.27041625976562
2138.5,237.27137756347656
2139.5,237.27127075195312
2140.5,237.2720184326172
2141.5,237.27186584472656
2142.5,237.2745819091797
2143.5,237.2739715576172
2144.5,237.27967834472656
2145.5,237.2836456298828
2146.5,237.28660583496094
2147.5,237.283935546875
2148.5,237.28245544433594
2149.5,237.28277587890625
2150.5,237.2878875732422
2151.5,237.28948974609375
2152.5,237.29385375976562
