Time (year),fgco2 (PgC a-1)
1850.5,-0.08147314190864563
1851.5,0.27463388442993164
1852.5,0.5764844417572021
1853.5,0.8285204768180847
1854.5,1.0491198301315308
1855.5,1.250132441520691
1856.5,1.432256817817688
1857.5,1.6097397804260254
1858.5,1.7639802694320679
1859.5,1.9147281646728516
1860.5,2.052748918533325
1861.5,2.1875722408294678
1862.5,2.3131940364837646
1863.5,2.432469606399536
1864.5,2.5502707958221436
1865.5,2.6591174602508545
1866.5,2.7652077674865723
1867.5,2.8718268871307373
1868.5,2.969402313232422
1869.5,3.0635721683502197
1870.5,3.1516098976135254
1871.5,3.2371556758880615
1872.5,3.323326826095581
1873.5,3.3967504501342773
1874.5,3.481206178665161
1875.5,3.5581274032592773
1876.5,3.630643844604492
1877.5,3.698382616043091
1878.5,3.764547824859619
1879.5,3.826657295227051
1880.5,3.8887779712677
1881.5,3.942885398864746
1882.5,3.991513967514038
1883.5,4.054966926574707
1884.5,4.104669094085693
1885.5,4.165867805480957
1886.5,4.2207441329956055
1887.5,4.267009258270264
1888.5,4.311723232269287
1889.5,4.361917972564697
1890.5,4.407039642333984
1891.5,4.442841053009033
1892.5,4.488725185394287
1893.5,4.531095504760742
1894.5,4.573503017425537
1895.5,4.615337371826172
1896.5,4.653602600097656
1897.5,4.681319236755371
1898.5,4.731870174407959
1899.5,4.7663140296936035
1900.5,4.798415184020996
1901.5,4.833073616027832
1902.5,4.865625858306885
1903.5,4.8941779136657715
1904.5,4.920447826385498
1905.5,4.957901954650879
1906.5,4.982056617736816
1907.5,5.015618801116943
1908.5,5.037874698638916
1909.5,5.066727638244629
1910.5,5.0913472175598145
1911.5,5.108769416809082
1912.5,5.143464088439941
1913.5,5.158444404602051
1914.5,5.183715343475342
1915.5,5.204144477844238
1916.5,5.223893642425537
1917.5,5.237085819244385
1918.5,5.258963584899902
1919.5,5.268924236297607
1920.5,5.286529064178467
1921.5,5.301136493682861
1922.5,5.313604354858398
1923.5,5.325932025909424
1924.5,5.339788913726807
1925.5,5.353032112121582
1926.5,5.366103172302246
1927.5,5.382777690887451
1928.5,5.394028186798096
1929.5,5.407205104827881
1930.5,5.414395809173584
1931.5,5.416408538818359
1932.5,5.433513164520264
1933.5,5.436019420623779
1934.5,5.44597864151001
1935.5,5.460450649261475
1936.5,5.469624996185303
1937.5,5.4739274978637695
1938.5,5.484400272369385
1939.5,5.485679626464844
1940.5,5.4924211502075195
1941.5,5.494980812072754
1942.5,5.494716167449951
1943.5,5.499104022979736
1944.5,5.504470348358154
1945.5,5.504772186279297
1946.5,5.511358737945557
1947.5,5.514876842498779
1948.5,5.522617340087891
1949.5,5.525192737579346
1950.5,5.529446601867676
1951.5,5.531872272491455
1952.5,5.53379487991333
1953.5,5.535806655883789
1954.5,5.539895057678223
1955.5,5.546308994293213
1956.5,5.550552845001221
1957.5,5.556209564208984
1958.5,5.555157661437988
1959.5,5.560779571533203
1960.5,5.5629754066467285
1961.5,5.566708564758301
1962.5,5.566190242767334
1963.5,5.573531627655029
1964.5,5.573116779327393
1965.5,5.5765156745910645
1966.5,5.58323335647583
1967.5,5.582583904266357
1968.5,5.587432384490967
1969.5,5.58922815322876
1970.5,5.591681003570557
1971.5,5.595183849334717
1972.5,5.599086761474609
1973.5,5.6000213623046875
1974.5,5.605255126953125
1975.5,5.606560707092285
1976.5,5.60959529876709
1977.5,5.613356590270996
1978.5,5.617323398590088
1979.5,5.620464324951172
1980.5,5.617762088775635
1981.5,5.626739978790283
1982.5,5.625573635101318
1983.5,5.629392623901367
1984.5,5.6333770751953125
1985.5,5.6337504386901855
1986.5,5.646597385406494
1987.5,5.648650646209717
1988.5,5.648638725280762
1989.5,5.559586524963379
