Time (year),rtmt (W m-2 s-1)
1850.5,0.19927573204040527
1851.5,0.18583273887634277
1852.5,0.17660364508628845
1853.5,0.17057250440120697
1854.5,0.16973908245563507
1855.5,0.16780638694763184
1856.5,0.17743179202079773
1857.5,0.1805630475282669
1858.5,0.18560439348220825
1859.5,0.19611570239067078
1860.5,0.20547199249267578
1861.5,0.21487188339233398
1862.5,0.2225910872220993
1863.5,0.23914939165115356
1864.5,0.2599226236343384
1865.5,0.27821865677833557
1866.5,0.29122230410575867
1867.5,0.3115702271461487
1868.5,0.33824649453163147
1869.5,0.3765336275100708
1870.5,0.4080781042575836
1871.5,0.44318562746047974
1872.5,0.4881685972213745
1873.5,0.5263051986694336
1874.5,0.5731555819511414
1875.5,0.6249216198921204
1876.5,0.6771804094314575
1877.5,0.7404897212982178
1878.5,0.7980398535728455
1879.5,0.8648363947868347
1880.5,0.9274095296859741
1881.5,1.0004653930664062
1882.5,1.068296194076538
1883.5,1.143979787826538
1884.5,1.224461555480957
1885.5,1.3078869581222534
1886.5,1.3886792659759521
1887.5,1.4736889600753784
1888.5,1.558735728263855
1889.5,1.6442697048187256
1890.5,1.7287712097167969
1891.5,1.8175544738769531
1892.5,1.900369644165039
1893.5,1.9813830852508545
1894.5,2.0591912269592285
1895.5,2.1400482654571533
1896.5,2.223921060562134
1897.5,2.29526948928833
1898.5,2.365811347961426
1899.5,2.4360318183898926
1900.5,2.500112533569336
1901.5,2.5564887523651123
1902.5,2.6166911125183105
1903.5,2.667916774749756
1904.5,2.7120728492736816
1905.5,2.758962869644165
1906.5,2.7968029975891113
1907.5,2.8363044261932373
1908.5,2.8637261390686035
1909.5,2.8898494243621826
1910.5,2.91448974609375
1911.5,2.9365851879119873
1912.5,2.9538557529449463
1913.5,2.9658901691436768
1914.5,2.9754323959350586
1915.5,2.979412317276001
1916.5,2.9816694259643555
1917.5,2.97853684425354
1918.5,2.977714776992798
1919.5,2.9727232456207275
1920.5,2.965726852416992
1921.5,2.9574573040008545
1922.5,2.9499881267547607
1923.5,2.9384407997131348
1924.5,2.9270899295806885
1925.5,2.9154679775238037
1926.5,2.8995208740234375
1927.5,2.8868963718414307
1928.5,2.869962215423584
1929.5,2.8542819023132324
1930.5,2.835869312286377
1931.5,2.8168134689331055
1932.5,2.798098564147949
1933.5,2.779454469680786
1934.5,2.760751485824585
1935.5,2.7429938316345215
1936.5,2.722384452819824
1937.5,2.705904006958008
1938.5,2.688544988632202
1939.5,2.669740676879883
1940.5,2.6540942192077637
1941.5,2.635138988494873
1942.5,2.6199004650115967
1943.5,2.6042041778564453
1944.5,2.588568925857544
1945.5,2.5737717151641846
1946.5,2.558748722076416
1947.5,2.545421838760376
1948.5,2.53049635887146
1949.5,2.516669750213623
1950.5,2.504991292953491
1951.5,2.492316246032715
1952.5,2.478851079940796
1953.5,2.4666006565093994
1954.5,2.4558498859405518
1955.5,2.445176839828491
1956.5,2.433669328689575
1957.5,2.4238834381103516
1958.5,2.4146780967712402
1959.5,2.4047040939331055
1960.5,2.394602060317993
1961.5,2.383984327316284
1962.5,2.3753108978271484
1963.5,2.3653783798217773
1964.5,2.3572750091552734
1965.5,2.34808349609375
1966.5,2.3390591144561768
1967.5,2.32910418510437
1968.5,2.3216261863708496
1969.5,2.3139495849609375
1970.5,2.3063411712646484
1971.5,2.2971296310424805
1972.5,2.289816379547119
1973.5,2.2813735008239746
1974.5,2.274857997894287
1975.5,2.266624927520752
1976.5,2.259138584136963
1977.5,2.2499613761901855
1978.5,2.2440712451934814
1979.5,2.23587965965271
1980.5,2.2277414798736572
1981.5,2.220167636871338
1982.5,2.2134127616882324
1983.5,2.2076797485351562
1984.5,2.200612783432007
1985.5,2.191680908203125
1986.5,2.1855268478393555
1987.5,2.178764581680298
1988.5,2.1703524589538574
1989.5,2.1617443561553955
1990.5,2.1556026935577393
1991.5,2.148430824279785
1992.5,2.141099691390991
1993.5,2.1339640617370605
1994.5,2.1280205249786377
1995.5,2.118558406829834
1996.5,2.1125330924987793
1997.5,2.103374719619751
