Time (year),fco2nat (PgC a-1)
2005.5,-1.1636457443237305
2006.5,-1.1492066383361816
2007.5,-1.160280466079712
2008.5,-1.1378040313720703
2009.5,-1.180046558380127
2010.5,-1.1937737464904785
2011.5,-1.2334235906600952
2012.5,-1.2240705490112305
2013.5,-1.20686674118042
2014.5,-1.219358205795288
2015.5,-1.2612711191177368
2016.5,-1.2528674602508545
2017.5,-1.2317538261413574
2018.5,-1.261965036392212
2019.5,-1.2613917589187622
2020.5,-1.2332159280776978
2021.5,-1.2631322145462036
2022.5,-1.2744789123535156
2023.5,-1.282897710800171
2024.5,-1.2891089916229248
2025.5,-1.269953727722168
2026.5,-1.2755180597305298
2027.5,-1.2883163690567017
2028.5,-1.2899677753448486
2029.5,-1.281348466873169
2030.5,-1.283785343170166
2031.5,-1.2942986488342285
2032.5,-1.2561531066894531
2033.5,-1.2801541090011597
2034.5,-1.2734308242797852
2035.5,-1.2953909635543823
2036.5,-1.2942458391189575
2037.5,-1.2667156457901
2038.5,-1.2566488981246948
2039.5,-1.2415575981140137
2040.5,-1.244880199432373
2041.5,-1.1980156898498535
2042.5,-1.2191150188446045
2043.5,-1.1989295482635498
2044.5,-1.1918790340423584
2045.5,-1.1884572505950928
2046.5,-1.1584041118621826
2047.5,-1.1646205186843872
2048.5,-1.109290361404419
2049.5,-1.108655571937561
2050.5,-1.0883709192276
2051.5,-1.1246910095214844
2052.5,-1.0755372047424316
2053.5,-1.0694999694824219
2054.5,-1.0790716409683228
2055.5,-1.0354173183441162
2056.5,-1.0250780582427979
2057.5,-0.983396053314209
2058.5,-1.0078881978988647
2059.5,-1.008205533027649
2060.5,-0.96822190284729
2061.5,-0.9461696147918701
2062.5,-0.9564411044120789
2063.5,-0.9304668307304382
2064.5,-0.9538737535476685
2065.5,-0.9417358636856079
2066.5,-0.9374195337295532
2067.5,-0.9133937358856201
2068.5,-0.8743020296096802
2069.5,-0.9295125007629395
2070.5,-0.8827093839645386
2071.5,-0.9105122089385986
2072.5,-0.8654016256332397
2073.5,-0.8797369599342346
2074.5,-0.871138334274292
2075.5,-0.874146580696106
2076.5,-0.8557214736938477
2077.5,-0.8663747906684875
2078.5,-0.8734452128410339
2079.5,-0.8642259836196899
2080.5,-0.8416721820831299
2081.5,-0.8263834714889526
2082.5,-0.8477495908737183
2083.5,-0.8552517890930176
2084.5,-0.8371904492378235
2085.5,-0.8017104864120483
2086.5,-0.7839037179946899
2087.5,-0.7913066148757935
2088.5,-0.7843960523605347
2089.5,-0.7835074663162231
2090.5,-0.7930966019630432
2091.5,-0.7782418727874756
2092.5,-0.7937608957290649
2093.5,-0.7969610691070557
2094.5,-0.768603503704071
2095.5,-0.8100870847702026
2096.5,-0.8045042157173157
2097.5,-0.7896137237548828
2098.5,-0.7886186838150024
2099.5,-0.7682132720947266
2100.5,-0.8123039603233337
2101.5,-0.805804967880249
2102.5,-0.756119966506958
2103.5,-0.7517194151878357
2104.5,-0.7394367456436157
2105.5,-0.7279162406921387
2106.5,-0.7588028907775879
2107.5,-0.7462534308433533
2108.5,-0.7425090074539185
2109.5,-0.7402740716934204
2110.5,-0.7377816438674927
2111.5,-0.7349692583084106
2112.5,-0.7352594137191772
2113.5,-0.7315120697021484
2114.5,-0.7100305557250977
2115.5,-0.7444669604301453
2116.5,-0.7289304733276367
2117.5,-0.7156457901000977
2118.5,-0.7398238182067871
2119.5,-0.7226808071136475
2120.5,-0.7200639247894287
2121.5,-0.7239387035369873
2122.5,-0.7065680027008057
2123.5,-0.7115689516067505
2124.5,-0.7089250087738037
2125.5,-0.7065384387969971
2126.5,-0.6982731223106384
2127.5,-0.6731546521186829
2128.5,-0.6796261072158813
2129.5,-0.649556040763855
2130.5,-0.6446102857589722
2131.5,-0.6893094778060913
2132.5,-0.642135500907898
2133.5,-0.6470375657081604
2134.5,-0.6436067819595337
2135.5,-0.6375053524971008
2136.5,-0.6459264755249023
2137.5,-0.650245189666748
2138.5,-0.6437103748321533
2139.5,-0.6106501817703247
2140.5,-0.6425021886825562
2141.5,-0.6365053653717041
2142.5,-0.6189361810684204
2143.5,-0.6043795347213745
2144.5,-0.6378806233406067
2145.5,-0.6215436458587646
2146.5,-0.6143238544464111
2147.5,-0.6250569820404053
2148.5,-0.6360092163085938
2149.5,-0.6099846363067627
2150.5,-0.6077048778533936
2151.5,-0.5888177156448364
2152.5,-0.6097218990325928
2153.5,-0.6165448427200317
2154.5,-0.6094335317611694
2155.5,-0.5881056785583496
2156.5,-0.5723600387573242
2157.5,-0.6074922680854797
2158.5,-0.5887949466705322
2159.5,-0.603161096572876
2160.5,-0.600866973400116
2161.5,-0.5828298330307007
2162.5,-0.578871488571167
2163.5,-0.5999244451522827
2164.5,-0.5891613364219666
2165.5,-0.6033228039741516
2166.5,-0.5969206690788269
2167.5,-0.6015334129333496
2168.5,-0.611339807510376
2169.5,-0.5870543718338013
2170.5,-0.5740909576416016
2171.5,-0.5834460854530334
2172.5,-0.5914692878723145
2173.5,-0.5826016068458557
2174.5,-0.590340256690979
2175.5,-0.5826905965805054
2176.5,-0.5836132168769836
2177.5,-0.5766891241073608
2178.5,-0.5706354379653931
2179.5,-0.5744804739952087
2180.5,-0.5812730193138123
2181.5,-0.573358416557312
2182.5,-0.5544415712356567
2183.5,-0.5756399035453796
2184.5,-0.5681577920913696
2185.5,-0.5716242790222168
2186.5,-0.5463591814041138
2187.5,-0.5551443696022034
2188.5,-0.5599120259284973
2189.5,-0.5527695417404175
2190.5,-0.5703265070915222
2191.5,-0.5778874754905701
2192.5,-0.5371280908584595
2193.5,-0.577637791633606
2194.5,-0.5588463544845581
2195.5,-0.598880410194397
2196.5,-0.5750534534454346
2197.5,-0.5804409980773926
2198.5,-0.5744208097457886
2199.5,-0.5565932393074036
2200.5,-0.5989594459533691
2201.5,-0.5717363357543945
2202.5,-0.5700250864028931
2203.5,-0.5708907842636108
2204.5,-0.5717594027519226
2205.5,-0.6041976809501648
2206.5,-0.5756101608276367
2207.5,-0.5768068432807922
2208.5,-0.5753396153450012
2209.5,-0.5675258636474609
2210.5,-0.6094198822975159
2211.5,-0.5599990487098694
2212.5,-0.5869458913803101
2213.5,-0.5817550420761108
2214.5,-0.5638709664344788
2215.5,-0.5888879895210266
2216.5,-0.5716845989227295
2217.5,-0.5689027309417725
2218.5,-0.5842650532722473
2219.5,-0.6019306778907776
2220.5,-0.5774518251419067
2221.5,-0.5933629274368286
2222.5,-0.5944358706474304
2223.5,-0.5645629167556763
2224.5,-0.5813792943954468
2225.5,-0.6037070751190186
2226.5,-0.5954685211181641
2227.5,-0.5971494913101196
2228.5,-0.610051155090332
2229.5,-0.5654181838035583
2230.5,-0.6092968583106995
2231.5,-0.6068407297134399
2232.5,-0.5885151624679565
2233.5,-0.5883951783180237
2234.5,-0.5833314657211304
2235.5,-0.607056200504303
2236.5,-0.6003506779670715
2237.5,-0.5916940569877625
2238.5,-0.6026469469070435
2239.5,-0.6014047861099243
2240.5,-0.5964486598968506
2241.5,-0.6237834095954895
2242.5,-0.6083111763000488
2243.5,-0.6275845170021057
2244.5,-0.6034566164016724
2245.5,-0.5950129628181458
2246.5,-0.6102898716926575
2247.5,-0.5908188223838806
2248.5,-0.6041004657745361
2249.5,-0.5973231792449951
2250.5,-0.6305325031280518
2251.5,-0.6085392236709595
2252.5,-0.5958642959594727
2253.5,-0.6205068826675415
2254.5,-0.6090234518051147
2255.5,-0.6161745190620422
2256.5,-0.6200780868530273
2257.5,-0.61922287940979
2258.5,-0.6312732696533203
2259.5,-0.6079403162002563
2260.5,-0.5977717638015747
2261.5,-0.6184890866279602
2262.5,-0.6226004958152771
2263.5,-0.651593804359436
2264.5,-0.632449209690094
2265.5,-0.6337776184082031
2266.5,-0.6156498193740845
2267.5,-0.6452850103378296
2268.5,-0.6428775787353516
2269.5,-0.6217178106307983
2270.5,-0.6158338785171509
2271.5,-0.5964226126670837
2272.5,-0.6164815425872803
2273.5,-0.6368817687034607
2274.5,-0.6093499660491943
2275.5,-0.6089222431182861
2276.5,-0.6201952695846558
2277.5,-0.5921226143836975
2278.5,-0.607276976108551
2279.5,-0.596969723701477
2280.5,-0.5939499735832214
2281.5,-0.5847229361534119
2282.5,-0.5841231346130371
2283.5,-0.5763887763023376
2284.5,-0.599452555179596
2285.5,-0.5829722881317139
2286.5,-0.610141932964325
2287.5,-0.5801855325698853
2288.5,-0.5902626514434814
2289.5,-0.5457277297973633
2290.5,-0.5489251613616943
2291.5,-0.5845821499824524
2292.5,-0.5893504023551941
2293.5,-0.5784094929695129
2294.5,-0.565803587436676
2295.5,-0.5784602165222168
2296.5,-0.550556480884552
2297.5,-0.5748735070228577
2298.5,-0.5551187992095947
2299.5,-0.566542387008667
2300.5,-0.5564797520637512
2301.5,-0.529011070728302
2302.5,-0.5673224925994873
2303.5,-0.5597638487815857
2304.5,-0.559768795967102
2305.5,-0.5655862092971802
2306.5,-0.5719919204711914
2307.5,-0.5395490527153015
2308.5,-0.5557681322097778
2309.5,-0.5400528311729431
2310.5,-0.5712650418281555
2311.5,-0.5576705932617188
2312.5,-0.5451135635375977
2313.5,-0.5447871088981628
2314.5,-0.5275713205337524
2315.5,-0.5861409902572632
2316.5,-0.5501349568367004
2317.5,-0.5827723741531372
2318.5,-0.5350427031517029
2319.5,-0.5506360530853271
2320.5,-0.5362116098403931
2321.5,-0.552461564540863
2322.5,-0.5392410159111023
2323.5,-0.5668635964393616
2324.5,-0.5440629124641418
2325.5,-0.520622193813324
2326.5,-0.5256921648979187
2327.5,-0.5615370273590088
2328.5,-0.5437980890274048
2329.5,-0.5257244110107422
2330.5,-0.5542923808097839
2331.5,-0.5204289555549622
2332.5,-0.5445670485496521
2333.5,-0.5470444560050964
2334.5,-0.5495972037315369
2335.5,-0.5289398431777954
2336.5,-0.5290020108222961
2337.5,-0.5123454928398132
2338.5,-0.5216439962387085
2339.5,-0.5385882258415222
2340.5,-0.5232614278793335
2341.5,-0.5364958047866821
2342.5,-0.5053443908691406
2343.5,-0.5195010900497437
2344.5,-0.5205751657485962
2345.5,-0.529865562915802
2346.5,-0.5152809619903564
2347.5,-0.5137560963630676
2348.5,-0.4967251121997833
2349.5,-0.4964129328727722
2350.5,-0.49045997858047485
2351.5,-0.5077882409095764
2352.5,-0.5053834319114685
2353.5,-0.538152277469635
2354.5,-0.498233824968338
2355.5,-0.4952879548072815
2356.5,-0.4657518267631531
2357.5,-0.5109776258468628
2358.5,-0.5126821994781494
2359.5,-0.4932064712047577
2360.5,-0.4880104064941406
2361.5,-0.48262548446655273
2362.5,-0.4875560998916626
2363.5,-0.5065984129905701
2364.5,-0.48563334345817566
2365.5,-0.5003951787948608
2366.5,-0.4842614531517029
2367.5,-0.4831719398498535
2368.5,-0.5026289224624634
2369.5,-0.47593867778778076
2370.5,-0.4936392605304718
2371.5,-0.49638664722442627
2372.5,-0.4724196493625641
2373.5,-0.478457510471344
2374.5,-0.4636518359184265
2375.5,-0.5048317909240723
2376.5,-0.4828135669231415
2377.5,-0.48298245668411255
2378.5,-0.47664517164230347
2379.5,-0.4469400644302368
2380.5,-0.45353296399116516
2381.5,-0.4585250914096832
2382.5,-0.48602673411369324
2383.5,-0.47906577587127686
2384.5,-0.5084853172302246
2385.5,-0.4918578863143921
2386.5,-0.47085094451904297
2387.5,-0.4555259943008423
2388.5,-0.47215771675109863
2389.5,-0.45818009972572327
2390.5,-0.4236432611942291
2391.5,-0.47664326429367065
2392.5,-0.4561527669429779
2393.5,-0.48376017808914185
2394.5,-0.44768643379211426
2395.5,-0.44455686211586
2396.5,-0.4107179045677185
2397.5,-0.41011157631874084
2398.5,-0.41193991899490356
2399.5,-0.4626273512840271
2400.5,-0.46464964747428894
2401.5,-0.4538276791572571
2402.5,-0.41907456517219543
2403.5,-0.41453272104263306
2404.5,-0.3849303722381592
2405.5,-0.4253353476524353
2406.5,-0.43361106514930725
2407.5,-0.4450930953025818
2408.5,-0.417394757270813
2409.5,-0.4317559599876404
2410.5,-0.39188891649246216
2411.5,-0.4036726951599121
2412.5,-0.3870425224304199
2413.5,-0.39828169345855713
2414.5,-0.4107092022895813
2415.5,-0.43870359659194946
2416.5,-0.3963921368122101
2417.5,-0.3936183452606201
2418.5,-0.4214901626110077
2419.5,-0.37663212418556213
2420.5,-0.3803258538246155
2421.5,-0.4084235429763794
2422.5,-0.37923672795295715
2423.5,-0.4053017497062683
2424.5,-0.38727691769599915
2425.5,-0.407615602016449
2426.5,-0.40860918164253235
2427.5,-0.37453046441078186
2428.5,-0.3457596004009247
2429.5,-0.38372525572776794
2430.5,-0.3740188181400299
2431.5,-0.41512367129325867
2432.5,-0.37794041633605957
2433.5,-0.39734023809432983
2434.5,-0.34156426787376404
2435.5,-0.3963349461555481
2436.5,-0.3618464171886444
2437.5,-0.3910459280014038
2438.5,-0.3672599196434021
2439.5,-0.3761395514011383
2440.5,-0.36636611819267273
2441.5,-0.391899973154068
2442.5,-0.3724719285964966
2443.5,-0.3883548080921173
2444.5,-0.34880495071411133
2445.5,-0.343744695186615
2446.5,-0.35693493485450745
2447.5,-0.3514331877231598
2448.5,-0.367628812789917
2449.5,-0.3750290870666504
2450.5,-0.36164090037345886
2451.5,-0.36137646436691284
2452.5,-0.32163721323013306
2453.5,-0.34288883209228516
2454.5,-0.3257210850715637
2455.5,-0.353154718875885
2456.5,-0.34493663907051086
2457.5,-0.3576405644416809
2458.5,-0.31901949644088745
2459.5,-0.36052167415618896
2460.5,-0.32964760065078735
2461.5,-0.33782318234443665
2462.5,-0.3344137668609619
2463.5,-0.35317474603652954
2464.5,-0.32936200499534607
2465.5,-0.35355624556541443
2466.5,-0.3428913950920105
2467.5,-0.3502897620201111
2468.5,-0.3187597990036011
2469.5,-0.36209815740585327
2470.5,-0.29392680525779724
2471.5,-0.3531653881072998
2472.5,-0.3162773549556732
2473.5,-0.32338622212409973
2474.5,-0.3334435820579529
2475.5,-0.3393564820289612
2476.5,-0.2901778519153595
2477.5,-0.3388669490814209
2478.5,-0.3157944679260254
2479.5,-0.32344481348991394
2480.5,-0.3251829147338867
2481.5,-0.3286510407924652
2482.5,-0.2915603220462799
2483.5,-0.3438907265663147
2484.5,-0.32282909750938416
2485.5,-0.3442297875881195
2486.5,-0.28944703936576843
2487.5,-0.3123234510421753
2488.5,-0.3203916549682617
2489.5,-0.2937155067920685
2490.5,-0.3378095030784607
2491.5,-0.30820178985595703
2492.5,-0.30922481417655945
2493.5,-0.32514429092407227
2494.5,-0.28685322403907776
2495.5,-0.3290746212005615
2496.5,-0.275490939617157
2497.5,-0.2945954203605652
2498.5,-0.3007793426513672
2499.5,-0.2854371666908264
2500.5,-0.25244027376174927
2501.5,-0.30089157819747925
2502.5,-0.28679755330085754
2503.5,-0.28578364849090576
2504.5,-0.26270729303359985
2505.5,-0.331321656703949
2506.5,-0.24978165328502655
2507.5,-0.29823485016822815
2508.5,-0.2548467814922333
2509.5,-0.27671849727630615
2510.5,-0.2873716950416565
2511.5,-0.2725534737110138
2512.5,-0.2605411410331726
2513.5,-0.28762367367744446
2514.5,-0.2652503550052643
2515.5,-0.26211199164390564
2516.5,-0.24460634589195251
2517.5,-0.2702462375164032
2518.5,-0.23367823660373688
2519.5,-0.27576684951782227
2520.5,-0.2864161729812622
2521.5,-0.2645798623561859
2522.5,-0.2553940713405609
2523.5,-0.24199913442134857
2524.5,-0.22581437230110168
2525.5,-0.25057709217071533
2526.5,-0.25835302472114563
2527.5,-0.24817560613155365
2528.5,-0.2593427896499634
2529.5,-0.24619901180267334
2530.5,-0.2201281189918518
2531.5,-0.23128502070903778
2532.5,-0.24400274455547333
2533.5,-0.23097318410873413
2534.5,-0.23129740357398987
2535.5,-0.25397947430610657
2536.5,-0.21116246283054352
2537.5,-0.2626335918903351
2538.5,-0.21880991756916046
2539.5,-0.21194323897361755
2540.5,-0.21730682253837585
2541.5,-0.23281176388263702
2542.5,-0.192003071308136
2543.5,-0.24424952268600464
2544.5,-0.23269717395305634
2545.5,-0.26507827639579773
2546.5,-0.20007705688476562
2547.5,-0.2243289202451706
2548.5,-0.2040500044822693
2549.5,-0.23120079934597015
2550.5,-0.2192055732011795
2551.5,-0.22931574285030365
2552.5,-0.2080906629562378
2553.5,-0.2188315987586975
2554.5,-0.21152816712856293
2555.5,-0.18868349492549896
2556.5,-0.218833789229393
2557.5,-0.20226016640663147
2558.5,-0.18973074853420258
2559.5,-0.2111777514219284
2560.5,-0.18417471647262573
2561.5,-0.24497711658477783
2562.5,-0.20276713371276855
2563.5,-0.21279257535934448
2564.5,-0.2113998979330063
2565.5,-0.2184002697467804
2566.5,-0.17238932847976685
2567.5,-0.19800063967704773
2568.5,-0.155960351228714
2569.5,-0.2030678540468216
2570.5,-0.18597058951854706
2571.5,-0.2096053808927536
2572.5,-0.20509643852710724
2573.5,-0.19909971952438354
2574.5,-0.19330155849456787
2575.5,-0.1796623170375824
2576.5,-0.16916000843048096
2577.5,-0.22777588665485382
2578.5,-0.18937742710113525
2579.5,-0.19479314982891083
2580.5,-0.18238864839076996
2581.5,-0.19827359914779663
2582.5,-0.1726466864347458
2583.5,-0.1957738697528839
2584.5,-0.15535452961921692
2585.5,-0.20477165281772614
2586.5,-0.17347373068332672
2587.5,-0.19930614531040192
2588.5,-0.1890375018119812
2589.5,-0.19134336709976196
2590.5,-0.1356496810913086
2591.5,-0.1871149092912674
2592.5,-0.17115187644958496
2593.5,-0.1549539715051651
2594.5,-0.17292682826519012
2595.5,-0.15116849541664124
2596.5,-0.1794532835483551
2597.5,-0.16414874792099
2598.5,-0.17821383476257324
2599.5,-0.18308988213539124
2600.5,-0.17114883661270142
2601.5,-0.18827305734157562
2602.5,-0.1573401391506195
2603.5,-0.17855744063854218
2604.5,-0.14552102982997894
2605.5,-0.18649891018867493
2606.5,-0.15705889463424683
2607.5,-0.160282701253891
2608.5,-0.1430666446685791
2609.5,-0.17115949094295502
2610.5,-0.18790733814239502
2611.5,-0.1421557366847992
2612.5,-0.16527977585792542
2613.5,-0.19794900715351105
2614.5,-0.13659575581550598
2615.5,-0.163674458861351
2616.5,-0.15551593899726868
2617.5,-0.17157480120658875
2618.5,-0.13404281437397003
2619.5,-0.15439297258853912
2620.5,-0.1430857926607132
2621.5,-0.15480807423591614
2622.5,-0.14688587188720703
2623.5,-0.1775224655866623
2624.5,-0.13907429575920105
2625.5,-0.1580522060394287
2626.5,-0.13297273218631744
2627.5,-0.13645127415657043
2628.5,-0.14710302650928497
2629.5,-0.15298262238502502
2630.5,-0.13473156094551086
2631.5,-0.13804221153259277
2632.5,-0.11393938213586807
2633.5,-0.18008577823638916
2634.5,-0.13620352745056152
2635.5,-0.12351840734481812
2636.5,-0.10856562852859497
2637.5,-0.13251355290412903
2638.5,-0.12620168924331665
2639.5,-0.12899160385131836
2640.5,-0.1394912153482437
2641.5,-0.08498777449131012
2642.5,-0.14711827039718628
2643.5,-0.13584470748901367
2644.5,-0.1311178207397461
2645.5,-0.16624760627746582
2646.5,-0.13986805081367493
2647.5,-0.11946268379688263
2648.5,-0.10949910432100296
2649.5,-0.13066315650939941
2650.5,-0.14077697694301605
2651.5,-0.13042095303535461
2652.5,-0.13477370142936707
2653.5,-0.14413607120513916
2654.5,-0.1163443922996521
2655.5,-0.12547147274017334
2656.5,-0.09515730291604996
2657.5,-0.1128632128238678
2658.5,-0.12563347816467285
2659.5,-0.13732978701591492
2660.5,-0.11965420097112656
2661.5,-0.1329222023487091
2662.5,-0.10897667706012726
2663.5,-0.12724226713180542
2664.5,-0.12891218066215515
2665.5,-0.12618505954742432
2666.5,-0.11819935590028763
2667.5,-0.1198083907365799
2668.5,-0.08599411696195602
2669.5,-0.11977418512105942
2670.5,-0.12692593038082123
2671.5,-0.11106304079294205
2672.5,-0.1125895082950592
2673.5,-0.12004519999027252
2674.5,-0.08559022843837738
2675.5,-0.11404715478420258
2676.5,-0.1253381073474884
2677.5,-0.12030810117721558
2678.5,-0.10809949040412903
2679.5,-0.14486612379550934
2680.5,-0.08319420367479324
2681.5,-0.13007290661334991
2682.5,-0.08909417688846588
2683.5,-0.12117286771535873
2684.5,-0.106953464448452
2685.5,-0.10924749821424484
2686.5,-0.08106814324855804
2687.5,-0.1224789246916771
2688.5,-0.10010707378387451
2689.5,-0.1321585476398468
2690.5,-0.09300824999809265
2691.5,-0.1425325870513916
2692.5,-0.09816095978021622
2693.5,-0.13426722586154938
2694.5,-0.10906018316745758
2695.5,-0.12389132380485535
2696.5,-0.10637897253036499
2697.5,-0.11208571493625641
2698.5,-0.09581652283668518
2699.5,-0.09717609733343124
2700.5,-0.1283857226371765
2701.5,-0.13806159794330597
2702.5,-0.10148849338293076
2703.5,-0.12548527121543884
2704.5,-0.07934629917144775
2705.5,-0.11263477802276611
2706.5,-0.10894910991191864
2707.5,-0.10577376186847687
2708.5,-0.12525205314159393
2709.5,-0.09736070781946182
2710.5,-0.09425482153892517
2711.5,-0.11983931064605713
2712.5,-0.10001806169748306
2713.5,-0.11161883175373077
2714.5,-0.08819054812192917
2715.5,-0.11224295198917389
2716.5,-0.10278791189193726
2717.5,-0.10501054674386978
2718.5,-0.09569451212882996
2719.5,-0.08205851167440414
2720.5,-0.10581042617559433
2721.5,-0.10248204320669174
2722.5,-0.09829439967870712
2723.5,-0.08517881482839584
2724.5,-0.11066269874572754
2725.5,-0.10290761291980743
2726.5,-0.08733805269002914
2727.5,-0.1059313714504242
2728.5,-0.07996618747711182
2729.5,-0.0976613461971283
2730.5,-0.08682218939065933
2731.5,-0.07299245893955231
2732.5,-0.06757811456918716
2733.5,-0.10529319196939468
2734.5,-0.07093636691570282
2735.5,-0.07544630765914917
2736.5,-0.0998552218079567
2737.5,-0.07779902219772339
2738.5,-0.05952192842960358
2739.5,-0.08051718026399612
2740.5,-0.08188945800065994
2741.5,-0.10868452489376068
2742.5,-0.07629125565290451
2743.5,-0.07135391980409622
2744.5,-0.08086580783128738
2745.5,-0.09829830378293991
2746.5,-0.07691415399312973
2747.5,-0.11335993558168411
2748.5,-0.09998731315135956
2749.5,-0.07430081814527512
2750.5,-0.05165696144104004
2751.5,-0.07313676923513412
2752.5,-0.05124683678150177
2753.5,-0.10436005890369415
2754.5,-0.10124316811561584
2755.5,-0.07658756524324417
2756.5,-0.0651811882853508
2757.5,-0.0732865035533905
2758.5,-0.04604692757129669
2759.5,-0.08260251581668854
2760.5,-0.08504585176706314
2761.5,-0.1115347146987915
2762.5,-0.04950740933418274
2763.5,-0.06388486176729202
2764.5,-0.0420069545507431
2765.5,-0.06980669498443604
2766.5,-0.07890403270721436
2767.5,-0.08364022523164749
2768.5,-0.07591258734464645
2769.5,-0.09198597073554993
2770.5,-0.04587294161319733
2771.5,-0.09122225642204285
2772.5,-0.07555534690618515
2773.5,-0.09472836554050446
2774.5,-0.07964189350605011
2775.5,-0.059085994958877563
2776.5,-0.045442596077919006
2777.5,-0.06783919036388397
2778.5,-0.0935518741607666
2779.5,-0.07969152182340622
2780.5,-0.09292269498109818
2781.5,-0.09119413793087006
2782.5,-0.0623670369386673
2783.5,-0.08673534542322159
2784.5,-0.07033148407936096
2785.5,-0.0651635006070137
2786.5,-0.09467106312513351
2787.5,-0.06227514147758484
2788.5,-0.07508272677659988
2789.5,-0.07890358567237854
2790.5,-0.08489309251308441
2791.5,-0.07307028025388718
