Time (year),fco2nat (PgC a-1)
1850.5,0.27223339676856995
1851.5,0.3082135021686554
1852.5,0.30278944969177246
1853.5,0.2741487920284271
1854.5,0.2325410693883896
1855.5,0.1822812557220459
1856.5,0.12563973665237427
1857.5,0.09859016537666321
1858.5,0.06702287495136261
1859.5,-0.023954153060913086
1860.5,-0.06396834552288055
1861.5,-0.11545305699110031
1862.5,-0.18761774897575378
1863.5,-0.284569650888443
1864.5,-0.34225863218307495
1865.5,-0.4410351812839508
1866.5,-0.5332889556884766
1867.5,-0.610926628112793
1868.5,-0.7366296648979187
1869.5,-0.8750170469284058
1870.5,-0.9753305912017822
1871.5,-1.104915738105774
1872.5,-1.2928893566131592
1873.5,-1.4409711360931396
1874.5,-1.631828784942627
1875.5,-1.858309030532837
1876.5,-2.0771825313568115
1877.5,-2.3188116550445557
1878.5,-2.5742626190185547
1879.5,-2.827993631362915
1880.5,-3.0910582542419434
1881.5,-3.397516965866089
1882.5,-3.6820242404937744
1883.5,-4.008270740509033
1884.5,-4.285454273223877
1885.5,-4.601116180419922
1886.5,-4.867399215698242
1887.5,-5.157040596008301
1888.5,-5.463600158691406
1889.5,-5.790064811706543
1890.5,-6.032323360443115
1891.5,-6.35297155380249
1892.5,-6.641963005065918
1893.5,-6.96050500869751
1894.5,-7.213138580322266
1895.5,-7.470544815063477
1896.5,-7.698894500732422
1897.5,-7.8992085456848145
1898.5,-8.057304382324219
1899.5,-8.181256294250488
1900.5,-8.28563117980957
1901.5,-8.351482391357422
1902.5,-8.37069320678711
1903.5,-8.381054878234863
1904.5,-8.422701835632324
1905.5,-8.423320770263672
1906.5,-8.400406837463379
1907.5,-8.355524063110352
1908.5,-8.3153076171875
1909.5,-8.251752853393555
1910.5,-8.154836654663086
1911.5,-8.044307708740234
1912.5,-7.904075622558594
1913.5,-7.752340316772461
1914.5,-7.540339469909668
1915.5,-7.387489318847656
1916.5,-7.208179473876953
1917.5,-7.010072231292725
1918.5,-6.76444149017334
1919.5,-6.549759864807129
1920.5,-6.277460098266602
1921.5,-6.041620254516602
1922.5,-5.804697036743164
1923.5,-5.562813758850098
1924.5,-5.3465576171875
1925.5,-5.143588066101074
1926.5,-4.930869102478027
