Time (year),rlut (W m-2 s-1)
1850.5,237.0884552001953
1851.5,237.10818481445312
1852.5,237.1180877685547
1853.5,237.11631774902344
1854.5,237.11676025390625
1855.5,237.11749267578125
1856.5,237.11477661132812
1857.5,237.11111450195312
1858.5,237.10629272460938
1859.5,237.10243225097656
1860.5,237.0980224609375
1861.5,237.0928192138672
1862.5,237.08348083496094
1863.5,237.07066345214844
1864.5,237.06121826171875
1865.5,237.0493621826172
1866.5,237.02980041503906
1867.5,237.00994873046875
1868.5,236.9807586669922
1869.5,236.95654296875
1870.5,236.92782592773438
1871.5,236.89332580566406
1872.5,236.8614959716797
1873.5,236.8247833251953
1874.5,236.7839813232422
1875.5,236.7420654296875
1876.5,236.69654846191406
1877.5,236.6538543701172
1878.5,236.60623168945312
1879.5,236.55606079101562
1880.5,236.50962829589844
1881.5,236.46385192871094
1882.5,236.40708923339844
1883.5,236.3480682373047
1884.5,236.28273010253906
1885.5,236.21604919433594
1886.5,236.14952087402344
1887.5,236.0806427001953
1888.5,236.0155792236328
1889.5,235.94857788085938
1890.5,235.88665771484375
1891.5,235.8240966796875
1892.5,235.76507568359375
1893.5,235.707763671875
1894.5,235.6520538330078
1895.5,235.5935821533203
1896.5,235.5423583984375
1897.5,235.4973602294922
1898.5,235.45130920410156
1899.5,235.40945434570312
1900.5,235.37327575683594
1901.5,235.34088134765625
1902.5,235.3097686767578
1903.5,235.28286743164062
1904.5,235.26307678222656
1905.5,235.24411010742188
1906.5,235.23239135742188
1907.5,235.22377014160156
1908.5,235.219970703125
1909.5,235.2186737060547
1910.5,235.2200164794922
1911.5,235.22325134277344
1912.5,235.23236083984375
1913.5,235.24429321289062
1914.5,235.257080078125
1915.5,235.27420043945312
1916.5,235.2936248779297
1917.5,235.31369018554688
1918.5,235.33444213867188
1919.5,235.3559112548828
1920.5,235.37359619140625
1921.5,235.39413452148438
1922.5,235.413818359375
1923.5,235.4364776611328
1924.5,235.45802307128906
1925.5,235.47933959960938
1926.5,235.50108337402344
1927.5,235.52589416503906
1928.5,235.55027770996094
1929.5,235.57542419433594
1930.5,235.60218811035156
1931.5,235.6281280517578
1932.5,235.65406799316406
1933.5,235.68019104003906
1934.5,235.70510864257812
1935.5,235.73046875
1936.5,235.75559997558594
1937.5,235.77700805664062
1938.5,235.80126953125
1939.5,235.82391357421875
1940.5,235.84608459472656
1941.5,235.86790466308594
1942.5,235.88795471191406
1943.5,235.9081573486328
1944.5,235.92823791503906
1945.5,235.9460906982422
1946.5,235.9654541015625
1947.5,235.9829864501953
1948.5,235.99935913085938
1949.5,236.015380859375
1950.5,236.03025817871094
1951.5,236.046630859375
1952.5,236.0632781982422
1953.5,236.0767059326172
1954.5,236.09088134765625
1955.5,236.1031036376953
1956.5,236.11595153808594
1957.5,236.12753295898438
1958.5,236.13861083984375
1959.5,236.15013122558594
1960.5,236.16177368164062
1961.5,236.17425537109375
1962.5,236.18496704101562
1963.5,236.19580078125
1964.5,236.20571899414062
1965.5,236.2178497314453
1966.5,236.22872924804688
1967.5,236.24078369140625
1968.5,236.251220703125
1969.5,236.26101684570312
1970.5,236.2696533203125
1971.5,236.2804412841797
1972.5,236.28897094726562
1973.5,236.29798889160156
1974.5,236.3071746826172
1975.5,236.3165283203125
1976.5,236.3269805908203
1977.5,236.33714294433594
1978.5,236.34588623046875
1979.5,236.3554229736328
1980.5,236.36444091796875
1981.5,236.37396240234375
1982.5,236.38272094726562
1983.5,236.39173889160156
1984.5,236.40213012695312
1985.5,236.40956115722656
1986.5,236.41830444335938
1987.5,236.4281463623047
1988.5,236.4355926513672
1989.5,236.44598388671875
1990.5,236.4539337158203
1991.5,236.46290588378906
1992.5,236.47146606445312
1993.5,236.4801483154297
1994.5,236.48971557617188
