Time (year),rtmt (W m-2 s-1)
1850.5,0.20731405913829803
1851.5,0.22391973435878754
1852.5,0.24670971930027008
1853.5,0.2780105173587799
1854.5,0.30900055170059204
1855.5,0.33148786425590515
1856.5,0.37398335337638855
1857.5,0.4047950804233551
1858.5,0.42702752351760864
1859.5,0.4621436595916748
1860.5,0.492881715297699
1861.5,0.5218669772148132
1862.5,0.545059084892273
1863.5,0.5803897976875305
1864.5,0.6061702966690063
1865.5,0.6345021724700928
1866.5,0.6591124534606934
1867.5,0.6783660054206848
1868.5,0.7101466059684753
1869.5,0.7382515668869019
1870.5,0.764209508895874
1871.5,0.7919089198112488
1872.5,0.8144211173057556
1873.5,0.841269850730896
1874.5,0.8699260354042053
1875.5,0.8948633074760437
1876.5,0.9249826073646545
1877.5,0.952749490737915
1878.5,0.9795650839805603
1879.5,1.0111175775527954
1880.5,1.0336425304412842
1881.5,1.0577889680862427
1882.5,1.087380290031433
1883.5,1.1093676090240479
1884.5,1.1369831562042236
1885.5,1.1645689010620117
1886.5,1.1836882829666138
1887.5,1.2048391103744507
1888.5,1.2291690111160278
1889.5,1.2517558336257935
1890.5,1.2760649919509888
1891.5,1.299639344215393
1892.5,1.3229795694351196
1893.5,1.3440507650375366
1894.5,1.3697395324707031
1895.5,1.388297438621521
1896.5,1.4168895483016968
1897.5,1.434582233428955
1898.5,1.4583897590637207
1899.5,1.4762358665466309
1900.5,1.4960280656814575
1901.5,1.5178271532058716
1902.5,1.536702275276184
1903.5,1.5610915422439575
1904.5,1.5772041082382202
1905.5,1.5974642038345337
1906.5,1.6200010776519775
1907.5,1.6392316818237305
1908.5,1.6609169244766235
1909.5,1.6819067001342773
1910.5,1.7023342847824097
1911.5,1.726212739944458
1912.5,1.7454420328140259
1913.5,1.7674187421798706
1914.5,1.7907179594039917
1915.5,1.8128576278686523
1916.5,1.8390146493911743
1917.5,1.8603042364120483
1918.5,1.8822076320648193
1919.5,1.911048412322998
1920.5,1.9328869581222534
1921.5,1.9547208547592163
1922.5,1.9823453426361084
1923.5,2.0023365020751953
1924.5,2.027251720428467
1925.5,2.0527665615081787
1926.5,2.0769598484039307
1927.5,2.1020407676696777
1928.5,2.125243902206421
1929.5,2.148005485534668
1930.5,2.1709089279174805
1931.5,2.193230152130127
1932.5,2.2196052074432373
1933.5,2.238269329071045
1934.5,2.2626075744628906
1935.5,2.291191339492798
1936.5,2.312450885772705
1937.5,2.3346729278564453
1938.5,2.3576769828796387
1939.5,2.3752453327178955
1940.5,2.3985671997070312
1941.5,2.4183459281921387
1942.5,2.441997528076172
1943.5,2.4627060890197754
1944.5,2.4834399223327637
1945.5,2.5053231716156006
1946.5,2.5264604091644287
1947.5,2.5462887287139893
1948.5,2.5699992179870605
1949.5,2.5870933532714844
1950.5,2.6068673133850098
1951.5,2.6283035278320312
1952.5,2.6469550132751465
1953.5,2.66455340385437
1954.5,2.685122013092041
1955.5,2.7050621509552
1956.5,2.725389003753662
1957.5,2.7441329956054688
1958.5,2.760599136352539
1959.5,2.781132459640503
1960.5,2.799806594848633
1961.5,2.813621997833252
1962.5,2.805086851119995
1963.5,2.7667996883392334
1964.5,2.7267816066741943
1965.5,2.692969799041748
1966.5,2.6574254035949707
1967.5,2.6305551528930664
1968.5,2.6041452884674072
1969.5,2.5808825492858887
1970.5,2.5596249103546143
1971.5,2.5396313667297363
1972.5,2.5198352336883545
1973.5,2.4994664192199707
1974.5,2.4814796447753906
1975.5,2.465876340866089
1976.5,2.4482641220092773
1977.5,2.4339730739593506
1978.5,2.4179606437683105
1979.5,2.4041764736175537
1980.5,2.3896677494049072
1981.5,2.3764870166778564
1982.5,2.3648440837860107
1983.5,2.350987434387207
1984.5,2.339034080505371
1985.5,2.3282644748687744
1986.5,2.3165392875671387
1987.5,2.3064653873443604
1988.5,2.2949888706207275
1989.5,2.2848241329193115
1990.5,2.273240566253662
1991.5,2.2614076137542725
1992.5,2.250624895095825
