Time (year),nbp (PgC a-1)
1850.5,-0.18222500383853912
1851.5,-0.2482205182313919
1852.5,-0.27857741713523865
1853.5,-0.25742143392562866
1854.5,-0.219740092754364
1855.5,-0.19079045951366425
1856.5,-0.128805473446846
1857.5,-0.10373419523239136
1858.5,-0.05935049429535866
1859.5,0.027367325499653816
1860.5,0.07435403019189835
1861.5,0.1260255128145218
1862.5,0.217426136136055
1863.5,0.30525532364845276
1864.5,0.3743641674518585
1865.5,0.474902480840683
1866.5,0.5876592397689819
1867.5,0.730224072933197
1868.5,0.8484934568405151
1869.5,0.9994748830795288
1870.5,1.1420245170593262
1871.5,1.3284369707107544
1872.5,1.529073715209961
1873.5,1.693827509880066
1874.5,1.9119188785552979
1875.5,2.173894166946411
1876.5,2.377781391143799
1877.5,2.650324821472168
1878.5,2.883423089981079
1879.5,3.16068434715271
1880.5,3.4201717376708984
1881.5,3.6879663467407227
1882.5,3.982048273086548
1883.5,4.264861106872559
1884.5,4.552781581878662
1885.5,4.861486434936523
1886.5,5.142251014709473
1887.5,5.432690143585205
1888.5,5.684942245483398
1889.5,5.937021255493164
1890.5,6.170392036437988
1891.5,6.409902095794678
1892.5,6.5901031494140625
1893.5,6.796895980834961
1894.5,6.950162887573242
1895.5,7.107865810394287
1896.5,7.262772083282471
1897.5,7.36495304107666
1898.5,7.4335713386535645
1899.5,7.488735198974609
1900.5,7.498147487640381
1901.5,7.4390082359313965
1902.5,7.389880657196045
1903.5,7.234572410583496
1904.5,7.084599018096924
1905.5,6.943790435791016
1906.5,6.73161506652832
1907.5,6.504711627960205
1908.5,6.214907646179199
1909.5,5.968772888183594
1910.5,5.680863857269287
1911.5,5.326474666595459
1912.5,5.066997528076172
1913.5,4.775716304779053
1914.5,4.542826175689697
1915.5,4.271668910980225
1916.5,3.9776735305786133
1917.5,3.7496724128723145
1918.5,3.537633180618286
1919.5,3.3817057609558105
1920.5,3.199774980545044
1921.5,2.9692440032958984
1922.5,2.7437021732330322
1923.5,2.5580241680145264
1924.5,2.3655636310577393
1925.5,2.1991360187530518
1926.5,1.9919630289077759
1927.5,1.769236445426941
1928.5,1.6255942583084106
1929.5,1.4431010484695435
1930.5,1.2873419523239136
1931.5,1.1305915117263794
1932.5,0.9689257740974426
1933.5,0.8126872181892395
1934.5,0.6539156436920166
1935.5,0.5454128980636597
1936.5,0.42358458042144775
1937.5,0.3473304510116577
1938.5,0.25599250197410583
1939.5,0.15466561913490295
1940.5,0.08136869966983795
1941.5,0.0020695035345852375
1942.5,-0.09802207350730896
1943.5,-0.18154145777225494
1944.5,-0.2147274613380432
1945.5,-0.3123714029788971
1946.5,-0.34884583950042725
1947.5,-0.4159751236438751
1948.5,-0.5109284520149231
1949.5,-0.5601906180381775
1950.5,-0.6139878630638123
