Time (year),rh (PgC a-1)
1850.5,67.09196472167969
1851.5,67.13832092285156
1852.5,67.14054870605469
1853.5,67.16342163085938
1854.5,67.17459869384766
1855.5,67.21244049072266
1856.5,67.22625732421875
1857.5,67.24845886230469
1858.5,67.24765014648438
1859.5,67.29341125488281
1860.5,67.30783081054688
1861.5,67.32347106933594
1862.5,67.34022521972656
1863.5,67.40229034423828
1864.5,67.42042541503906
1865.5,67.46469116210938
1866.5,67.5169677734375
1867.5,67.56349182128906
1868.5,67.63236999511719
1869.5,67.72817993164062
1870.5,67.79336547851562
1871.5,67.896240234375
1872.5,68.00192260742188
1873.5,68.09428405761719
1874.5,68.2024917602539
1875.5,68.3414306640625
1876.5,68.44302368164062
1877.5,68.58078002929688
1878.5,68.72004699707031
1879.5,68.87576293945312
1880.5,69.05043029785156
1881.5,69.26335144042969
1882.5,69.44227600097656
1883.5,69.68576049804688
1884.5,69.91607666015625
1885.5,70.177978515625
1886.5,70.43389892578125
1887.5,70.76533508300781
1888.5,71.0678939819336
1889.5,71.37940216064453
1890.5,71.66047668457031
1891.5,71.99330139160156
1892.5,72.29552459716797
1893.5,72.62983703613281
1894.5,72.90339660644531
1895.5,73.2391586303711
1896.5,73.56134796142578
1897.5,73.8905029296875
1898.5,74.21106719970703
1899.5,74.55668640136719
1900.5,74.8901596069336
1901.5,75.24313354492188
1902.5,75.57855987548828
1903.5,75.89466094970703
1904.5,76.21115112304688
1905.5,76.51656341552734
1906.5,76.79679870605469
1907.5,77.08032989501953
1908.5,77.34979248046875
1909.5,77.60608673095703
1910.5,77.8558120727539
1911.5,78.09886932373047
1912.5,78.3184814453125
1913.5,78.53368377685547
1914.5,78.71231842041016
1915.5,78.88456726074219
1916.5,79.05172729492188
1917.5,79.1817398071289
1918.5,79.33148193359375
1919.5,79.42601013183594
1920.5,79.54986572265625
1921.5,79.6290512084961
1922.5,79.71147918701172
1923.5,79.77210235595703
1924.5,79.83830261230469
1925.5,79.87734985351562
1926.5,79.91124725341797
1927.5,79.94351196289062
