Time (year),tos (K)
1850.5,291.09759521484375
1851.5,291.11346435546875
1852.5,291.12640380859375
1853.5,291.1383056640625
1854.5,291.150146484375
1855.5,291.1608581542969
1856.5,291.1726379394531
1857.5,291.185791015625
1858.5,291.1986999511719
1859.5,291.21136474609375
1860.5,291.2249450683594
1861.5,291.23992919921875
1862.5,291.2539367675781
1863.5,291.268310546875
1864.5,291.28448486328125
1865.5,291.2996826171875
1866.5,291.3151550292969
1867.5,291.3304138183594
1868.5,291.34747314453125
1869.5,291.365478515625
1870.5,291.3835144042969
1871.5,291.4018249511719
1872.5,291.4190368652344
1873.5,291.4353332519531
1874.5,291.45111083984375
1875.5,291.46636962890625
1876.5,291.48101806640625
1877.5,291.4964294433594
1878.5,291.51171875
1879.5,291.52874755859375
1880.5,291.5472412109375
1881.5,291.56549072265625
1882.5,291.58270263671875
1883.5,291.60028076171875
1884.5,291.61767578125
1885.5,291.6361389160156
1886.5,291.65606689453125
1887.5,291.6758117675781
1888.5,291.6953430175781
1889.5,291.7157287597656
1890.5,291.7355651855469
1891.5,291.7560729980469
1892.5,291.7765197753906
1893.5,291.7968444824219
1894.5,291.8165588378906
1895.5,291.8369445800781
1896.5,291.857666015625
1897.5,291.87933349609375
1898.5,291.9008483886719
1899.5,291.92254638671875
1900.5,291.9446105957031
1901.5,291.9668884277344
1902.5,291.9884033203125
1903.5,292.01025390625
1904.5,292.03216552734375
1905.5,292.0516662597656
1906.5,292.0657043457031
1907.5,292.0762023925781
1908.5,292.083251953125
1909.5,292.0890808105469
1910.5,292.09356689453125
1911.5,292.095703125
1912.5,292.09722900390625
1913.5,292.09783935546875
1914.5,292.09808349609375
1915.5,292.097412109375
1916.5,292.0956726074219
1917.5,292.0932922363281
1918.5,292.0912780761719
1919.5,292.0890197753906
1920.5,292.0863342285156
1921.5,292.0838317871094
1922.5,292.080322265625
1923.5,292.0771484375
1924.5,292.0745849609375
1925.5,292.072265625
1926.5,292.0689392089844
1927.5,292.0660705566406
1928.5,292.06268310546875
1929.5,292.0601806640625
1930.5,292.0577697753906
1931.5,292.055419921875
1932.5,292.052978515625
1933.5,292.0498962402344
1934.5,292.04718017578125
1935.5,292.0448303222656
1936.5,292.0420837402344
1937.5,292.0400390625
1938.5,292.0372314453125
1939.5,292.03521728515625
1940.5,292.03314208984375
1941.5,292.0308837890625
1942.5,292.02923583984375
1943.5,292.0272216796875
1944.5,292.025390625
1945.5,292.02386474609375
1946.5,292.0220947265625
1947.5,292.02099609375
1948.5,292.01959228515625
1949.5,292.01861572265625
1950.5,292.01739501953125
1951.5,292.0162353515625
1952.5,292.01507568359375
1953.5,292.0141296386719
1954.5,292.0133972167969
1955.5,292.0120544433594
1956.5,292.0104064941406
1957.5,292.0100402832031
1958.5,292.00970458984375
1959.5,292.0090026855469
1960.5,292.0090026855469
1961.5,292.0086669921875
1962.5,292.00848388671875
1963.5,292.0076904296875
1964.5,292.0079345703125
1965.5,292.0073547363281
1966.5,292.00689697265625
1967.5,292.0069580078125
1968.5,292.00640869140625
1969.5,292.0072021484375
1970.5,292.0078430175781
1971.5,292.0074157714844
1972.5,292.0078430175781
1973.5,292.00787353515625
1974.5,292.00836181640625
1975.5,292.0087890625
1976.5,292.0086669921875
1977.5,292.00927734375
1978.5,292.0093078613281
1979.5,292.00958251953125
1980.5,292.0097961425781
1981.5,292.0101623535156
1982.5,292.0103759765625
1983.5,292.0098876953125
1984.5,292.00994873046875
1985.5,292.0107421875
1986.5,292.0110168457031
1987.5,292.01129150390625
1988.5,292.0110168457031
1989.5,292.0118103027344
1990.5,292.0120849609375
1991.5,292.01214599609375
1992.5,292.01220703125
1993.5,292.0126037597656
1994.5,292.0135498046875
1995.5,292.013916015625
1996.5,292.0140380859375
1997.5,292.0149230957031
1998.5,292.015380859375
1999.5,292.01519775390625
2000.5,292.0151062011719
2001.5,292.0155029296875
2002.5,292.0161437988281
2003.5,292.0162048339844
2004.5,292.0158996582031
2005.5,292.0162048339844
2006.5,292.01690673828125
2007.5,292.0172119140625
2008.5,292.017578125
2009.5,292.0182800292969
2010.5,292.0188903808594
2011.5,292.0186767578125
2012.5,292.0190734863281
2013.5,292.0192565917969
2014.5,292.0196838378906
2015.5,292.0203857421875
2016.5,292.0205078125
2017.5,292.02105712890625
2018.5,292.021240234375
2019.5,292.02178955078125
2020.5,292.0223388671875
2021.5,292.0231628417969
2022.5,292.0235900878906
2023.5,292.0233154296875
2024.5,292.02337646484375
2025.5,292.0244445800781
2026.5,292.0253601074219
2027.5,292.0257263183594
2028.5,292.0255432128906
2029.5,292.02587890625
2030.5,292.02642822265625
2031.5,292.0270080566406
2032.5,292.02740478515625
2033.5,292.0273742675781
2034.5,292.0284423828125
2035.5,292.0290222167969
2036.5,292.0292053222656
2037.5,292.0295104980469
2038.5,292.02978515625
2039.5,292.03045654296875
2040.5,292.03076171875
2041.5,292.0311279296875
2042.5,292.0317077636719
2043.5,292.0322570800781
2044.5,292.0323791503906
2045.5,292.0327453613281
2046.5,292.033447265625
2047.5,292.03369140625
2048.5,292.033447265625
2049.5,292.0340881347656
2050.5,292.03448486328125
2051.5,292.03466796875
