Time (year),gpp (PgC a-1)
1850.5,126.201904296875
1851.5,126.61641693115234
1852.5,127.08071899414062
1853.5,127.57504272460938
1854.5,128.08316040039062
1855.5,128.63002014160156
1856.5,129.1482391357422
1857.5,129.64645385742188
1858.5,130.1393585205078
1859.5,130.68710327148438
1860.5,131.19845581054688
1861.5,131.7014923095703
1862.5,132.19610595703125
1863.5,132.75001525878906
1864.5,133.24755859375
1865.5,133.78761291503906
1866.5,134.32373046875
1867.5,134.85499572753906
1868.5,135.3912811279297
1869.5,135.97190856933594
1870.5,136.54466247558594
1871.5,137.1299591064453
1872.5,137.65802001953125
1873.5,138.21978759765625
1874.5,138.75625610351562
1875.5,139.318603515625
1876.5,139.8349151611328
1877.5,140.39659118652344
1878.5,140.9312744140625
1879.5,141.5222625732422
1880.5,142.07125854492188
1881.5,142.6393585205078
1882.5,143.18365478515625
1883.5,143.79006958007812
1884.5,144.30267333984375
1885.5,144.8992462158203
1886.5,145.45370483398438
1887.5,146.0753173828125
1888.5,146.6398162841797
1889.5,147.28857421875
1890.5,147.87472534179688
1891.5,148.46331787109375
1892.5,149.10438537597656
1893.5,149.7415771484375
1894.5,150.35501098632812
1895.5,150.99560546875
1896.5,151.6502227783203
1897.5,152.29188537597656
1898.5,152.91488647460938
1899.5,153.5558624267578
1900.5,154.20555114746094
1901.5,154.86557006835938
1902.5,155.47763061523438
1903.5,156.12013244628906
1904.5,156.73867797851562
1905.5,157.39744567871094
1906.5,158.0298309326172
1907.5,158.6859893798828
1908.5,159.32418823242188
1909.5,159.971435546875
1910.5,160.6015167236328
1911.5,161.2443389892578
1912.5,161.9001007080078
1913.5,162.5198516845703
1914.5,163.1917266845703
1915.5,163.78289794921875
1916.5,164.43357849121094
1917.5,165.05145263671875
1918.5,165.66847229003906
1919.5,166.3052978515625
1920.5,166.9130096435547
1921.5,167.5312042236328
1922.5,168.13726806640625
1923.5,168.7421112060547
1924.5,169.33438110351562
1925.5,169.94180297851562
1926.5,170.53585815429688
1927.5,171.12124633789062
1928.5,171.75352478027344
1929.5,172.27870178222656
1930.5,172.88107299804688
1931.5,173.43006896972656
1932.5,174.05250549316406
1933.5,174.6566925048828
1934.5,175.23788452148438
1935.5,175.8295440673828
1936.5,176.42515563964844
1937.5,177.01576232910156
1938.5,177.64695739746094
1939.5,178.19137573242188
1940.5,178.8242645263672
1941.5,179.37220764160156
1942.5,179.99732971191406
1943.5,180.5761260986328
1944.5,181.1476287841797
1945.5,181.72055053710938
1946.5,182.287353515625
1947.5,182.85353088378906
1948.5,183.42669677734375
1949.5,183.97598266601562
1950.5,184.53817749023438
1951.5,185.10525512695312
1952.5,185.7021026611328
1953.5,186.28590393066406
1954.5,186.83253479003906
1955.5,187.4010467529297
1956.5,187.9548797607422
1957.5,188.5150604248047
1958.5,189.07388305664062
1959.5,189.64353942871094
1960.5,190.1802215576172
1961.5,190.73739624023438
1962.5,191.29278564453125
1963.5,191.8306884765625
1964.5,192.36192321777344
1965.5,192.88919067382812
1966.5,193.45578002929688
1967.5,194.01016235351562
1968.5,194.53152465820312
1969.5,195.07899475097656
1970.5,195.61923217773438
1971.5,196.16949462890625
1972.5,196.74740600585938
1973.5,197.27687072753906
1974.5,197.8675537109375
1975.5,198.39662170410156
1976.5,198.96836853027344
1977.5,199.53713989257812
1978.5,200.0851593017578
1979.5,200.64988708496094
1980.5,201.19122314453125
1981.5,201.7535858154297
1982.5,202.3199920654297
1983.5,202.82188415527344
1984.5,203.36758422851562
1985.5,203.8855438232422
1986.5,204.41070556640625
1987.5,204.9351043701172
1988.5,205.42608642578125
1989.5,205.88946533203125
