Time (year),npp (PgC a-1)
1850.5,59.13322830200195
1851.5,59.12629699707031
1852.5,59.14002990722656
1853.5,59.15066909790039
1854.5,59.185279846191406
1855.5,59.22063446044922
1856.5,59.26418685913086
1857.5,59.286399841308594
1858.5,59.3170280456543
1859.5,59.361263275146484
1860.5,59.40959548950195
1861.5,59.4376106262207
1862.5,59.491790771484375
1863.5,59.55525207519531
1864.5,59.59272384643555
1865.5,59.64863204956055
1866.5,59.73630905151367
1867.5,59.803375244140625
1868.5,59.91682815551758
1869.5,60.027164459228516
1870.5,60.1197395324707
1871.5,60.253631591796875
1872.5,60.41490173339844
1873.5,60.551116943359375
1874.5,60.71776580810547
1875.5,60.90132141113281
1876.5,61.06441879272461
1877.5,61.2603759765625
1878.5,61.48094177246094
1879.5,61.707096099853516
1880.5,61.96214294433594
1881.5,62.22541427612305
1882.5,62.47957229614258
1883.5,62.796573638916016
1884.5,63.11457443237305
1885.5,63.45121765136719
1886.5,63.780426025390625
1887.5,64.16606140136719
1888.5,64.54572296142578
1889.5,64.93575286865234
1890.5,65.30854797363281
1891.5,65.72901916503906
1892.5,66.12960052490234
1893.5,66.55412292480469
1894.5,66.92544555664062
1895.5,67.33870697021484
1896.5,67.74710845947266
1897.5,68.13459777832031
1898.5,68.52519989013672
1899.5,68.93025207519531
1900.5,69.33309173583984
1901.5,69.72137451171875
1902.5,70.1032943725586
1903.5,70.44983673095703
1904.5,70.78923034667969
1905.5,71.1213150024414
1906.5,71.42996215820312
1907.5,71.73645782470703
1908.5,72.02816772460938
1909.5,72.31356048583984
1910.5,72.57709503173828
1911.5,72.83414459228516
1912.5,73.04682922363281
1913.5,73.25859832763672
1914.5,73.42877960205078
1915.5,73.60050964355469
1916.5,73.75730895996094
1917.5,73.87374114990234
1918.5,74.00904846191406
1919.5,74.08120727539062
1920.5,74.18601989746094
1921.5,74.2363510131836
1922.5,74.2994613647461
1923.5,74.34662628173828
1924.5,74.38275146484375
1925.5,74.39897155761719
1926.5,74.40901947021484
1927.5,74.41510009765625
1928.5,74.41019439697266
1929.5,74.41131591796875
1930.5,74.38121795654297
1931.5,74.35687255859375
1932.5,74.32453155517578
1933.5,74.27080535888672
1934.5,74.22987365722656
1935.5,74.16972351074219
1936.5,74.13941192626953
1937.5,74.07318878173828
1938.5,74.01898193359375
1939.5,73.92024230957031
1940.5,73.85821533203125
1941.5,73.79737091064453
1942.5,73.72592163085938
1943.5,73.65507507324219
1944.5,73.56239318847656
1945.5,73.49618530273438
1946.5,73.41693115234375
1947.5,73.3621826171875
1948.5,73.28173828125
1949.5,73.22262573242188
1950.5,73.14907836914062
1951.5,73.0675048828125
1952.5,72.98255920410156
1953.5,72.91819763183594
1954.5,72.84819030761719
1955.5,72.79747009277344
1956.5,72.71934509277344
1957.5,72.64347839355469
1958.5,72.57000732421875
1959.5,72.52500915527344
1960.5,72.45368194580078
1961.5,72.39774322509766
1962.5,72.35499572753906
1963.5,72.27568817138672
1964.5,72.23410034179688
1965.5,72.16800689697266
1966.5,72.1308822631836
1967.5,72.0945053100586
1968.5,72.03288269042969
1969.5,71.9906005859375
1970.5,71.9258041381836
1971.5,71.87815856933594
1972.5,71.85991668701172
1973.5,71.79410552978516
1974.5,71.75650024414062
1975.5,71.70679473876953
1976.5,71.66454315185547
1977.5,71.62144470214844
1978.5,71.60079193115234
1979.5,71.55772399902344
1980.5,71.540283203125
1981.5,71.49286651611328
1982.5,71.45804595947266
1983.5,71.42330932617188
1984.5,71.41585540771484
1985.5,71.39771270751953
1986.5,71.3479232788086
1987.5,71.32110595703125
1988.5,71.29986572265625
1989.5,71.2744140625
1990.5,71.25787353515625
1991.5,71.2403793334961
1992.5,71.19409942626953
1993.5,71.17644500732422
1994.5,71.15937805175781
1995.5,71.13660430908203
1996.5,71.11105346679688
1997.5,71.09977722167969
1998.5,71.08824920654297
1999.5,71.04974365234375
2000.5,71.02642822265625
2001.5,70.9981918334961
2002.5,70.98873138427734
2003.5,70.9669189453125
2004.5,70.94963073730469
2005.5,70.92156982421875
2006.5,70.89945983886719
2007.5,70.8623046875
2008.5,70.84992980957031
2009.5,70.85728454589844
2010.5,70.80143737792969
2011.5,70.78406524658203
2012.5,70.77335357666016
2013.5,70.73948669433594
2014.5,70.72941589355469
2015.5,70.72573852539062
2016.5,70.6871566772461
2017.5,70.6824722290039
2018.5,70.6798324584961
2019.5,70.6448745727539
2020.5,70.64534759521484
2021.5,70.6280517578125
2022.5,70.60932922363281
2023.5,70.58329010009766
2024.5,70.5737075805664
2025.5,70.56355285644531
2026.5,70.5455093383789
2027.5,70.53717803955078
2028.5,70.52056884765625
2029.5,70.51519775390625
2030.5,70.49748229980469
2031.5,70.48882293701172
2032.5,70.46688079833984
2033.5,70.4501724243164
2034.5,70.45491027832031
2035.5,70.41766357421875
2036.5,70.41958618164062
2037.5,70.39883422851562
2038.5,70.3951644897461
2039.5,70.37994384765625
2040.5,70.3569564819336
2041.5,70.36400604248047
2042.5,70.34785461425781
2043.5,70.33260345458984
2044.5,70.31440734863281
2045.5,70.32337951660156
2046.5,70.28861236572266
2047.5,70.28497314453125
2048.5,70.28440856933594
2049.5,70.26774597167969
2050.5,70.24461364746094
2051.5,70.24894714355469
2052.5,70.24598693847656
2053.5,70.21941375732422
2054.5,70.21549224853516
2055.5,70.20806884765625
2056.5,70.20657348632812
2057.5,70.19746398925781
2058.5,70.19783020019531
2059.5,70.17652130126953
2060.5,70.18759155273438
2061.5,70.15354919433594
2062.5,70.14857482910156
2063.5,70.15065002441406
2064.5,70.13617706298828
2065.5,70.14281463623047
2066.5,70.11930084228516
2067.5,70.10675048828125
2068.5,70.09786224365234
2069.5,70.1084976196289
2070.5,70.0900650024414
2071.5,70.0666732788086
2072.5,70.07292175292969
2073.5,70.05062866210938
2074.5,70.06825256347656
2075.5,70.04761505126953
2076.5,70.0331039428711
2077.5,70.01427459716797
2078.5,70.02289581298828
2079.5,70.02017211914062
2080.5,70.0112075805664
2081.5,70.0181884765625
2082.5,70.00189971923828
2083.5,70.00654602050781
2084.5,69.99093627929688
2085.5,69.98147583007812
2086.5,69.97562408447266
2087.5,69.98432159423828
2088.5,69.94623565673828
2089.5,69.94644927978516
2090.5,69.9527359008789
2091.5,69.9509048461914
2092.5,69.93598937988281
2093.5,69.94606018066406
2094.5,69.92721557617188
2095.5,69.91403198242188
2096.5,69.92247772216797
2097.5,69.91250610351562
2098.5,69.91934204101562
2099.5,69.90979766845703
2100.5,69.89111328125
2101.5,69.88031768798828
2102.5,69.89253997802734
2103.5,69.87194061279297
2104.5,69.8832015991211
2105.5,69.8748550415039
2106.5,69.86144256591797
2107.5,69.84776306152344
2108.5,69.84683990478516
2109.5,69.85521697998047
2110.5,69.84395599365234
2111.5,69.84900665283203
2112.5,69.82254028320312
2113.5,69.82649993896484
2114.5,69.82972717285156
2115.5,69.82139587402344
2116.5,69.83324432373047
