Time (year),fgco2 (PgC a-1)
1850.5,-0.06701298803091049
1851.5,-0.03250887989997864
1852.5,-0.005789976101368666
1853.5,0.018619757145643234
1854.5,0.045687366276979446
1855.5,0.06841305643320084
1856.5,0.0854378417134285
1857.5,0.10831871628761292
1858.5,0.1339908391237259
1859.5,0.15348413586616516
1860.5,0.1815408319234848
1861.5,0.20668500661849976
1862.5,0.23783646523952484
1863.5,0.26641175150871277
1864.5,0.30221831798553467
1865.5,0.3442946970462799
1866.5,0.3881690502166748
1867.5,0.4478195905685425
1868.5,0.5075429677963257
1869.5,0.5684025287628174
1870.5,0.6400020718574524
1871.5,0.7136186957359314
1872.5,0.801732063293457
1873.5,0.8940463662147522
1874.5,0.99311363697052
1875.5,1.0991652011871338
1876.5,1.211635947227478
1877.5,1.330178141593933
1878.5,1.4589916467666626
1879.5,1.596656322479248
1880.5,1.7434684038162231
1881.5,1.8922642469406128
1882.5,2.0457589626312256
1883.5,2.206418514251709
1884.5,2.3647172451019287
1885.5,2.532758951187134
1886.5,2.704493999481201
1887.5,2.860534429550171
1888.5,3.0496108531951904
1889.5,3.2097387313842773
1890.5,3.3795175552368164
1891.5,3.550600051879883
1892.5,3.716135025024414
1893.5,3.865445137023926
1894.5,3.9901511669158936
1895.5,4.117814064025879
1896.5,4.2393293380737305
1897.5,4.349437236785889
1898.5,4.445497512817383
1899.5,4.534165382385254
1900.5,4.607836723327637
1901.5,4.6686625480651855
1902.5,4.712071418762207
1903.5,4.743270397186279
1904.5,4.779325008392334
1905.5,4.774420738220215
1906.5,4.776828765869141
1907.5,4.761704444885254
1908.5,4.720759391784668
1909.5,4.681617259979248
1910.5,4.628571510314941
1911.5,4.557265758514404
1912.5,4.486891269683838
1913.5,4.4022650718688965
1914.5,4.308237552642822
1915.5,4.2143988609313965
1916.5,4.112358093261719
1917.5,4.006526470184326
1918.5,3.8912789821624756
1919.5,3.7909092903137207
1920.5,3.6707303524017334
1921.5,3.5670480728149414
1922.5,3.4514007568359375
1923.5,3.3459157943725586
1924.5,3.227097511291504
1925.5,3.1265780925750732
1926.5,3.0121548175811768
1927.5,2.9155941009521484
1928.5,2.801872491836548
1929.5,2.7063586711883545
1930.5,2.607600212097168
1931.5,2.5180935859680176
1932.5,2.420783042907715
1933.5,2.3419578075408936
1934.5,2.2536349296569824
1935.5,2.1845510005950928
1936.5,2.1020052433013916
1937.5,2.0411736965179443
1938.5,1.9675614833831787
1939.5,1.9142099618911743
1940.5,1.8487462997436523
1941.5,1.7988390922546387
1942.5,1.7472811937332153
1943.5,1.7039369344711304
1944.5,1.6510206460952759
1945.5,1.6138653755187988
1946.5,1.5733684301376343
1947.5,1.547173261642456
1948.5,1.5056769847869873
1949.5,1.4794131517410278
1950.5,1.4406983852386475
1951.5,1.4165966510772705
1952.5,1.3854206800460815
1953.5,1.3611595630645752
1954.5,1.3357471227645874
1955.5,1.3213486671447754
1956.5,1.2934551239013672
1957.5,1.2854875326156616
1958.5,1.2617007493972778
1959.5,1.2543421983718872
1960.5,1.2306287288665771
1961.5,1.2221521139144897
1962.5,1.2074682712554932
1963.5,1.1987336874008179
1964.5,1.1820582151412964
1965.5,1.1751371622085571
1966.5,1.154927134513855
1967.5,1.155881404876709
1968.5,1.1357736587524414
1969.5,1.1294513940811157
1970.5,1.1158274412155151
1971.5,1.110528588294983
1972.5,1.0941815376281738
1973.5,1.0836519002914429
1974.5,1.083998203277588
1975.5,1.0693787336349487
1976.5,1.0620102882385254
1977.5,1.0500097274780273
1978.5,1.0427159070968628
1979.5,1.0367100238800049
1980.5,1.0294222831726074
1981.5,1.0127677917480469
1982.5,1.0141726732254028
1983.5,1.001220464706421
1984.5,0.998723566532135
1985.5,0.9842889308929443
1986.5,0.9798584580421448
1987.5,0.9714755415916443
1988.5,0.968075156211853
1989.5,0.9527071118354797
1990.5,0.9464907646179199
1991.5,0.9391288757324219
1992.5,0.9414910078048706
1993.5,0.9255326390266418
1994.5,0.9196476340293884
1995.5,0.9141234755516052
1996.5,0.9040395021438599
1997.5,0.9014899730682373
1998.5,0.8892908096313477
1999.5,0.8856942653656006
2000.5,0.875268816947937
2001.5,0.8649256825447083
2002.5,0.8621920943260193
2003.5,0.8587220907211304
2004.5,0.8444385528564453
2005.5,0.8446892499923706
2006.5,0.8279468417167664
2007.5,0.8338097929954529
2008.5,0.8163506984710693
2009.5,0.8118956685066223
2010.5,0.8035528659820557
2011.5,0.8057172298431396
2012.5,0.7906175851821899
2013.5,0.7907856702804565
2014.5,0.7798742651939392
2015.5,0.7760342359542847
2016.5,0.7722386121749878
2017.5,0.7615634799003601
2018.5,0.7628852725028992
2019.5,0.7553471922874451
2020.5,0.7425960302352905
2021.5,0.7359729409217834
2022.5,0.7334244251251221
2023.5,0.727196216583252
2024.5,0.7254589200019836
2025.5,0.7165789008140564
2026.5,0.7049517631530762
2027.5,0.7096040844917297
2028.5,0.6999483108520508
2029.5,0.6967284679412842
2030.5,0.6924108862876892
2031.5,0.6861883997917175
2032.5,0.6810169219970703
2033.5,0.6770271062850952
2034.5,0.6784051656723022
2035.5,0.6662063002586365
2036.5,0.6655893921852112
2037.5,0.6554161906242371
2038.5,0.6571636199951172
2039.5,0.6508525013923645
2040.5,0.6436055898666382
2041.5,0.6380908489227295
2042.5,0.6433582305908203
2043.5,0.6329620480537415
2044.5,0.6350951194763184
2045.5,0.6278543472290039
2046.5,0.6254585385322571
2047.5,0.6206681132316589
2048.5,0.6153069734573364
2049.5,0.6149953603744507
2050.5,0.6107797622680664
2051.5,0.6111908555030823
2052.5,0.5980230569839478
2053.5,0.598760187625885
2054.5,0.6018185615539551
2055.5,0.5945257544517517
2056.5,0.5900936126708984
2057.5,0.5845073461532593
2058.5,0.5874311327934265
2059.5,0.5794104337692261
2060.5,0.5783578753471375
2061.5,0.5729908347129822
2062.5,0.5734585523605347
2063.5,0.5691967606544495
2064.5,0.5637366771697998
2065.5,0.5613396167755127
2066.5,0.5587406158447266
2067.5,0.5581487417221069
2068.5,0.5498285293579102
2069.5,0.5524322986602783
2070.5,0.5466578006744385
2071.5,0.5502300262451172
2072.5,0.5377589464187622
2073.5,0.5390731692314148
2074.5,0.5387629270553589
2075.5,0.5300911068916321
2076.5,0.5283787250518799
2077.5,0.5287783145904541
2078.5,0.5272887349128723
2079.5,0.5240074396133423
2080.5,0.5237376689910889
2081.5,0.5158284306526184
2082.5,0.5197941660881042
2083.5,0.5156075358390808
2084.5,0.507982611656189
2085.5,0.5117744207382202
2086.5,0.5034880042076111
2087.5,0.5077547430992126
2088.5,0.4996112883090973
2089.5,0.49906161427497864
2090.5,0.4953785538673401
2091.5,0.49340060353279114
2092.5,0.4928574562072754
2093.5,0.4903657138347626
2094.5,0.49124249815940857
2095.5,0.48048338294029236
2096.5,0.47741299867630005
2097.5,0.4767504632472992
2098.5,0.47810766100883484
2099.5,0.47225892543792725
2100.5,0.47233641147613525
2101.5,0.4663452208042145
2102.5,0.4629472494125366
2103.5,0.46640461683273315
2104.5,0.4589274823665619
2105.5,0.4594859480857849
2106.5,0.452958881855011
2107.5,0.46145662665367126
2108.5,0.44879135489463806
2109.5,0.4515753388404846
2110.5,0.4417574405670166
2111.5,0.44809025526046753
2112.5,0.441477507352829
2113.5,0.43951067328453064
2114.5,0.43671301007270813
2115.5,0.43786734342575073
2116.5,0.4351698160171509
2117.5,0.4347546100616455
2118.5,0.4314274787902832
2119.5,0.4299022853374481
2120.5,0.4293470084667206
2121.5,0.4292610287666321
2122.5,0.41870078444480896
2123.5,0.4204293191432953
2124.5,0.4241195619106293
2125.5,0.41542723774909973
2126.5,0.4196261465549469
2127.5,0.41208896040916443
2128.5,0.41680338978767395
2129.5,0.41175201535224915
2130.5,0.41290199756622314
2131.5,0.41079196333885193
2132.5,0.4027576148509979
2133.5,0.4026179313659668
2134.5,0.4051309823989868
2135.5,0.3972192704677582
2136.5,0.3953942358493805
2137.5,0.4009651839733124
2138.5,0.4008655250072479
2139.5,0.39022961258888245
2140.5,0.3953383266925812
2141.5,0.3831203281879425
2142.5,0.3917100131511688
2143.5,0.38758906722068787
2144.5,0.38746288418769836
2145.5,0.377955824136734
2146.5,0.38204044103622437
2147.5,0.37614527344703674
2148.5,0.38455861806869507
2149.5,0.37329208850860596
2150.5,0.3779377043247223
2151.5,0.3699163496494293
2152.5,0.37785252928733826
2153.5,0.3667149245738983
2154.5,0.3697284162044525
2155.5,0.37026840448379517
2156.5,0.3674163520336151
2157.5,0.36488181352615356
2158.5,0.3694685697555542
2159.5,0.3644516170024872
2160.5,0.3602662682533264
2161.5,0.35920095443725586
2162.5,0.3599189221858978
2163.5,0.3571471869945526
2164.5,0.35376277565956116
2165.5,0.35243070125579834
2166.5,0.3520389497280121
2167.5,0.3516019284725189
2168.5,0.3488084375858307
2169.5,0.3406788408756256
2170.5,0.34375032782554626
2171.5,0.34684011340141296
2172.5,0.3398676812648773
2173.5,0.3370594382286072
2174.5,0.343728244304657
2175.5,0.3403339087963104
2176.5,0.3329383134841919
2177.5,0.33444035053253174
2178.5,0.33664336800575256
2179.5,0.33571842312812805
2180.5,0.3335367739200592
2181.5,0.3291046619415283
2182.5,0.32810744643211365
2183.5,0.31999143958091736
2184.5,0.32652315497398376
2185.5,0.3226417899131775
2186.5,0.3245178461074829
2187.5,0.3182086646556854
2188.5,0.3212030529975891
2189.5,0.3136603832244873
2190.5,0.3200177252292633
2191.5,0.311099648475647
2192.5,0.3119199275970459
2193.5,0.313902884721756
2194.5,0.30455663800239563
2195.5,0.31389951705932617
2196.5,0.31353485584259033
2197.5,0.31094321608543396
2198.5,0.31139373779296875
2199.5,0.31022021174430847
2200.5,0.3079732656478882
2201.5,0.3092697560787201
2202.5,0.30573588609695435
2203.5,0.30966681241989136
2204.5,0.3034060299396515
2205.5,0.3037342131137848
2206.5,0.3056851327419281
2207.5,0.30025139451026917
2208.5,0.3068903088569641
2209.5,0.29786786437034607
2210.5,0.2974790334701538
2211.5,0.30233484506607056
2212.5,0.2983083724975586
2213.5,0.29463446140289307
2214.5,0.28669506311416626
2215.5,0.2962726354598999
2216.5,0.28863149881362915
2217.5,0.29057836532592773
2218.5,0.2944060266017914
2219.5,0.29488804936408997
2220.5,0.29381516575813293
2221.5,0.2869488596916199
2222.5,0.28894659876823425
2223.5,0.27962252497673035
2224.5,0.28475695848464966
2225.5,0.27451083064079285
2226.5,0.2748420834541321
2227.5,0.27212661504745483
2228.5,0.27158430218696594
2229.5,0.26876458525657654
2230.5,0.2711458206176758
2231.5,0.26560959219932556
2232.5,0.2635855972766876
2233.5,0.26496005058288574
2234.5,0.2639910578727722
2235.5,0.26113367080688477
2236.5,0.25564849376678467
2237.5,0.2559772729873657
2238.5,0.26099780201911926
2239.5,0.2545078694820404
2240.5,0.25386255979537964
2241.5,0.24824506044387817
2242.5,0.2502840757369995
2243.5,0.2466970831155777
2244.5,0.24229304492473602
2245.5,0.24476628005504608
2246.5,0.24261070787906647
2247.5,0.24486328661441803
2248.5,0.24135427176952362
2249.5,0.2424180656671524
2250.5,0.24116945266723633
2251.5,0.24240358173847198
2252.5,0.23843777179718018
2253.5,0.23789505660533905
2254.5,0.23576432466506958
2255.5,0.23571284115314484
2256.5,0.23409323394298553
2257.5,0.2368495613336563
2258.5,0.2374488115310669
2259.5,0.23605598509311676
2260.5,0.2307906448841095
2261.5,0.23077237606048584
2262.5,0.23478379845619202
2263.5,0.23582562804222107
2264.5,0.23440057039260864
2265.5,0.22644828259944916
2266.5,0.23364479839801788
2267.5,0.22890576720237732
2268.5,0.23070412874221802
2269.5,0.2327856421470642
2270.5,0.23264260590076447
2271.5,0.22711101174354553
2272.5,0.229413703083992
2273.5,0.21888668835163116
2274.5,0.2276604026556015
2275.5,0.22178037464618683
2276.5,0.23052501678466797
2277.5,0.22700676321983337
2278.5,0.22896136343479156
2279.5,0.2287674844264984
2280.5,0.22881342470645905
2281.5,0.23130150139331818
2282.5,0.23080132901668549
2283.5,0.2200373262166977
2284.5,0.22652077674865723
2285.5,0.2238418608903885
2286.5,0.22814665734767914
2287.5,0.22792795300483704
