Time (year),hfds (W m-2 s-1)
1850.5,0.23403306305408478
1851.5,0.22056254744529724
1852.5,0.21226321160793304
1853.5,0.20685039460659027
1854.5,0.20563271641731262
1855.5,0.19050103425979614
1856.5,0.20421722531318665
1857.5,0.20595787465572357
1858.5,0.1994020640850067
1859.5,0.20169216394424438
1860.5,0.21068140864372253
1861.5,0.21452714502811432
1862.5,0.22141195833683014
1863.5,0.22853899002075195
1864.5,0.24487896263599396
1865.5,0.24406251311302185
1866.5,0.25708863139152527
1867.5,0.2710459232330322
1868.5,0.2713903784751892
1869.5,0.2982410788536072
1870.5,0.30861717462539673
1871.5,0.3242340683937073
1872.5,0.3537134826183319
1873.5,0.37152835726737976
1874.5,0.4022727310657501
1875.5,0.4332978129386902
1876.5,0.4645898640155792
1877.5,0.4992687702178955
1878.5,0.5408170819282532
1879.5,0.5783673524856567
1880.5,0.6201415061950684
1881.5,0.655337393283844
1882.5,0.7099117040634155
1883.5,0.7573301196098328
1884.5,0.8028890490531921
1885.5,0.8460027575492859
1886.5,0.8896123766899109
1887.5,0.941596508026123
1888.5,0.9876764416694641
1889.5,1.0378423929214478
1890.5,1.0898361206054688
1891.5,1.1494767665863037
1892.5,1.2068732976913452
1893.5,1.264995813369751
1894.5,1.3322046995162964
1895.5,1.3776719570159912
1896.5,1.4324650764465332
1897.5,1.4806686639785767
1898.5,1.53793203830719
1899.5,1.577600359916687
1900.5,1.6177897453308105
1901.5,1.6461986303329468
1902.5,1.692895531654358
1903.5,1.7267462015151978
1904.5,1.7600302696228027
1905.5,1.7949504852294922
1906.5,1.8204727172851562
1907.5,1.845349669456482
1908.5,1.8692411184310913
1909.5,1.8931130170822144
1910.5,1.909691572189331
1911.5,1.921370506286621
1912.5,1.9388033151626587
1913.5,1.9482916593551636
1914.5,1.9510564804077148
1915.5,1.9568672180175781
1916.5,1.957436442375183
1917.5,1.956323504447937
1918.5,1.9492756128311157
1919.5,1.943085789680481
1920.5,1.9324240684509277
1921.5,1.9273130893707275
1922.5,1.9085149765014648
1923.5,1.897485375404358
