Time (year),tos (K)
1850.5,291.0971374511719
1851.5,291.10992431640625
1852.5,291.11798095703125
1853.5,291.1235656738281
1854.5,291.1283874511719
1855.5,291.1315002441406
1856.5,291.1337585449219
1857.5,291.1365661621094
1858.5,291.13861083984375
1859.5,291.1400451660156
1860.5,291.14208984375
1861.5,291.1429138183594
1862.5,291.1452941894531
1863.5,291.1477966308594
1864.5,291.15093994140625
1865.5,291.1530456542969
1866.5,291.15484619140625
1867.5,291.1570129394531
1868.5,291.15899658203125
1869.5,291.16326904296875
1870.5,291.1688232421875
1871.5,291.173828125
1872.5,291.18023681640625
1873.5,291.1861877441406
1874.5,291.1930236816406
1875.5,291.2000732421875
1876.5,291.20654296875
1877.5,291.21160888671875
1878.5,291.21636962890625
1879.5,291.2233581542969
1880.5,291.2308349609375
1881.5,291.2403259277344
1882.5,291.2500305175781
1883.5,291.2615051269531
1884.5,291.2759704589844
1885.5,291.2901916503906
1886.5,291.3066101074219
1887.5,291.3250732421875
1888.5,291.3455810546875
1889.5,291.3655700683594
1890.5,291.3851318359375
1891.5,291.4035949707031
1892.5,291.4228515625
1893.5,291.4419860839844
1894.5,291.46112060546875
1895.5,291.4813537597656
1896.5,291.5010986328125
1897.5,291.5218811035156
1898.5,291.54364013671875
1899.5,291.5660095214844
1900.5,291.5888366699219
1901.5,291.61444091796875
1902.5,291.6402587890625
1903.5,291.66436767578125
1904.5,291.68817138671875
1905.5,291.71136474609375
1906.5,291.7343444824219
1907.5,291.75628662109375
1908.5,291.77783203125
1909.5,291.7987060546875
1910.5,291.8194274902344
1911.5,291.8390808105469
1912.5,291.8570251464844
1913.5,291.8749084472656
1914.5,291.8913269042969
1915.5,291.9067687988281
1916.5,291.92218017578125
1917.5,291.93707275390625
1918.5,291.9513854980469
1919.5,291.9648132324219
1920.5,291.9773864746094
1921.5,291.9892883300781
1922.5,292.0005187988281
1923.5,292.00994873046875
1924.5,292.0187072753906
1925.5,292.02691650390625
1926.5,292.0337219238281
1927.5,292.04052734375
1928.5,292.04571533203125
1929.5,292.0501708984375
1930.5,292.0537109375
1931.5,292.05694580078125
1932.5,292.0591735839844
1933.5,292.06103515625
1934.5,292.0624694824219
1935.5,292.0635070800781
1936.5,292.0644226074219
1937.5,292.065185546875
1938.5,292.0645446777344
1939.5,292.06390380859375
1940.5,292.0635681152344
1941.5,292.06353759765625
1942.5,292.0631103515625
1943.5,292.0616760253906
1944.5,292.06011962890625
1945.5,292.0589294433594
1946.5,292.05718994140625
1947.5,292.0553894042969
1948.5,292.05340576171875
1949.5,292.052001953125
1950.5,292.0498352050781
1951.5,292.0478210449219
1952.5,292.04559326171875
1953.5,292.04315185546875
1954.5,292.0411071777344
1955.5,292.039306640625
1956.5,292.0371398925781
1957.5,292.0354919433594
1958.5,292.03314208984375
1959.5,292.0318908691406
1960.5,292.03070068359375
1961.5,292.0289001464844
1962.5,292.0279235839844
1963.5,292.02655029296875
1964.5,292.0246887207031
1965.5,292.0235595703125
1966.5,292.0222473144531
1967.5,292.0213317871094
1968.5,292.0196838378906
1969.5,292.01885986328125
1970.5,292.01800537109375
1971.5,292.016845703125
1972.5,292.01611328125
1973.5,292.015625
1974.5,292.01495361328125
1975.5,292.0141906738281
1976.5,292.0133361816406
1977.5,292.01324462890625
1978.5,292.01263427734375
1979.5,292.0118408203125
1980.5,292.0115661621094
1981.5,292.0113525390625
1982.5,292.0115661621094
1983.5,292.0113220214844
1984.5,292.0115966796875
1985.5,292.0120544433594
1986.5,292.01171875
1987.5,292.0119934082031
1988.5,292.01220703125
1989.5,292.0125427246094
1990.5,292.0129089355469
1991.5,292.0128173828125
1992.5,292.0132751464844
