Time (year),rlut (W m-2 s-1)
1850.5,237.088134765625
1851.5,237.106689453125
1852.5,237.11795043945312
1853.5,237.1194610595703
1854.5,237.1199951171875
1855.5,237.12448120117188
1856.5,237.1251220703125
1857.5,237.12757873535156
1858.5,237.1288604736328
1859.5,237.12779235839844
1860.5,237.12669372558594
1861.5,237.1217803955078
1862.5,237.11566162109375
1863.5,237.1096649169922
1864.5,237.10516357421875
1865.5,237.09503173828125
1866.5,237.08631896972656
1867.5,237.07220458984375
1868.5,237.0624237060547
1869.5,237.0497589111328
1870.5,237.04107666015625
1871.5,237.02699279785156
1872.5,237.0121307373047
1873.5,236.9936065673828
1874.5,236.9679412841797
1875.5,236.94468688964844
1876.5,236.9202423095703
1877.5,236.89271545410156
1878.5,236.86065673828125
1879.5,236.8307342529297
1880.5,236.8007354736328
1881.5,236.77085876464844
1882.5,236.7335205078125
1883.5,236.70135498046875
1884.5,236.66831970214844
1885.5,236.64149475097656
1886.5,236.6171112060547
1887.5,236.58798217773438
1888.5,236.55247497558594
1889.5,236.51312255859375
1890.5,236.47003173828125
1891.5,236.42889404296875
1892.5,236.38804626464844
1893.5,236.35032653808594
1894.5,236.3104705810547
1895.5,236.2769012451172
1896.5,236.24391174316406
1897.5,236.21250915527344
1898.5,236.1839141845703
1899.5,236.15933227539062
1900.5,236.13502502441406
1901.5,236.1161651611328
1902.5,236.09336853027344
1903.5,236.07308959960938
1904.5,236.05471801757812
1905.5,236.04428100585938
1906.5,236.03770446777344
1907.5,236.03102111816406
1908.5,236.02220153808594
1909.5,236.0224609375
1910.5,236.0228729248047
1911.5,236.02362060546875
1912.5,236.03182983398438
1913.5,236.0385284423828
1914.5,236.04861450195312
1915.5,236.06167602539062
1916.5,236.07461547851562
1917.5,236.09014892578125
1918.5,236.10763549804688
1919.5,236.12200927734375
1920.5,236.14202880859375
1921.5,236.16339111328125
1922.5,236.18081665039062
1923.5,236.2013702392578
1924.5,236.2203369140625
1925.5,236.23968505859375
1926.5,236.25758361816406
1927.5,236.2767791748047
1928.5,236.29412841796875
1929.5,236.31106567382812
1930.5,236.3268585205078
1931.5,236.3408203125
1932.5,236.3548126220703
1933.5,236.3683624267578
1934.5,236.38323974609375
1935.5,236.3976593017578
1936.5,236.41165161132812
1937.5,236.4264373779297
1938.5,236.4366912841797
1939.5,236.44842529296875
1940.5,236.4624786376953
1941.5,236.47415161132812
1942.5,236.4843292236328
1943.5,236.4927520751953
1944.5,236.50416564941406
1945.5,236.513671875
1946.5,236.5226287841797
1947.5,236.53038024902344
1948.5,236.5391082763672
1949.5,236.54879760742188
1950.5,236.55592346191406
1951.5,236.56175231933594
1952.5,236.56918334960938
1953.5,236.57432556152344
1954.5,236.5819091796875
1955.5,236.58767700195312
1956.5,236.59239196777344
1957.5,236.59686279296875
1958.5,236.60108947753906
1959.5,236.6066436767578
1960.5,236.6124725341797
1961.5,236.61477661132812
1962.5,236.61964416503906
