Time (year),pr (kg m-2 s-1)
2463.5,3.44289219356142e-05
2464.5,3.442767774686217e-05
2465.5,3.442990782787092e-05
2466.5,3.443000969127752e-05
2467.5,3.442988599999808e-05
2468.5,3.4431617677910253e-05
2469.5,3.443107198108919e-05
2470.5,3.4433731343597174e-05
2471.5,3.443363311816938e-05
2472.5,3.4436445275787264e-05
2473.5,3.443535024416633e-05
2474.5,3.443561581661925e-05
2475.5,3.44365653290879e-05
2476.5,3.4436870919307694e-05
2477.5,3.443659079493955e-05
2478.5,3.4436245186952874e-05
2479.5,3.443481546128169e-05
2480.5,3.443520836299285e-05
2481.5,3.4434742701705545e-05
2482.5,3.44353356922511e-05
2483.5,3.44362088071648e-05
2484.5,3.443575405981392e-05
2485.5,3.443612877163105e-05
2486.5,3.4438759030308574e-05
2487.5,3.443755485932343e-05
2488.5,3.44401050824672e-05
2489.5,3.4442084142938256e-05
2490.5,3.4443386539351195e-05
2491.5,3.444323010626249e-05
2492.5,3.444271715125069e-05
2493.5,3.4444499760866165e-05
2494.5,3.444476533331908e-05
2495.5,3.444655885687098e-05
2496.5,3.44455947924871e-05
2497.5,3.444365211180411e-05
2498.5,3.444599497015588e-05
2499.5,3.4442084142938256e-05
2500.5,3.444278263486922e-05
2501.5,3.4443848562659696e-05
2502.5,3.4444787161191925e-05
2503.5,3.444496542215347e-05
2504.5,3.4445900382706895e-05
2505.5,3.444788671913557e-05
2506.5,3.444842150202021e-05
2507.5,3.444971298449673e-05
2508.5,3.4449727536411956e-05
2509.5,3.4450393286533654e-05
2510.5,3.4451830288162455e-05
2511.5,3.444899994065054e-05
2512.5,3.4447664802428335e-05
2513.5,3.4448992664692923e-05
2514.5,3.4448454243829474e-05
2515.5,3.445099719101563e-05
2516.5,3.444879621383734e-05
2517.5,3.4450480598025024e-05
2518.5,3.4451379178790376e-05
2519.5,3.4449603845132515e-05
2520.5,3.445118272793479e-05
2521.5,3.445208858465776e-05
2522.5,3.4454831620678306e-05
2523.5,3.44549298461061e-05
2524.5,3.445300899329595e-05
2525.5,3.445626862230711e-05
2526.5,3.445555557846092e-05
2527.5,3.44568288710434e-05
2528.5,3.4455744753358886e-05
2529.5,3.4455031709512696e-05
2530.5,3.4456334105925635e-05
2531.5,3.4455420973245054e-05
2532.5,3.445388574618846e-05
2533.5,3.4453758416930214e-05
2534.5,3.44552390743047e-05
2535.5,3.4455944842193276e-05
2536.5,3.445583934080787e-05
2537.5,3.445791298872791e-05
2538.5,3.4458385925972834e-05
2539.5,3.445644324528985e-05
2540.5,3.445834954618476e-05
2541.5,3.4458345908205956e-05
2542.5,3.4459550079191104e-05
2543.5,3.446242772042751e-05
2544.5,3.4458145819371566e-05
2545.5,3.4460626920918e-05
2546.5,3.446016853558831e-05
2547.5,3.445957918302156e-05
2548.5,3.4460910683264956e-05
2549.5,3.446152186370455e-05
2550.5,3.4462798794265836e-05
2551.5,3.446169648668729e-05
2552.5,3.446070695645176e-05
2553.5,3.446192931733094e-05
2554.5,3.4461598261259496e-05
2555.5,3.446299524512142e-05
2556.5,3.446204573265277e-05
2557.5,3.446289338171482e-05
2558.5,3.446368646109477e-05
2559.5,3.4463024348951876e-05
2560.5,3.446482151048258e-05
2561.5,3.446343180257827e-05
2562.5,3.446551272645593e-05
2563.5,3.446308255661279e-05
2564.5,3.446415576036088e-05
2565.5,3.4466203942429274e-05
2566.5,3.4464741474948823e-05
2567.5,3.4464577765902504e-05
2568.5,3.4463551855878904e-05
2569.5,3.446424307185225e-05
2570.5,3.446568371145986e-05
2571.5,3.446552364039235e-05
2572.5,3.4465963835828006e-05
2573.5,3.446689515840262e-05
2574.5,3.446612026891671e-05
2575.5,3.4466553188394755e-05
2576.5,3.446668779361062e-05
2577.5,3.446776099735871e-05
2578.5,3.4470594982849434e-05
2579.5,3.446914706728421e-05
2580.5,3.447064591455273e-05
2581.5,3.446956179686822e-05
2582.5,3.4470431273803115e-05
2583.5,3.447083872742951e-05
2584.5,3.446834671194665e-05
2585.5,3.447112248977646e-05
2586.5,3.4470831451471895e-05
2587.5,3.446981281740591e-05
2588.5,3.447101698839106e-05
2589.5,3.447096605668776e-05
2590.5,3.4473207051632926e-05
2591.5,3.447187918936834e-05
2592.5,3.447377821430564e-05
2593.5,3.447390554356389e-05
2594.5,3.447590279392898e-05
2595.5,3.4475258871680126e-05
2596.5,3.447584458626807e-05
2597.5,3.447757990215905e-05
2598.5,3.447789640631527e-05
2599.5,3.447646668064408e-05
2600.5,3.447812923695892e-05
2601.5,3.447832932579331e-05
2602.5,3.447856579441577e-05
2603.5,3.447789276833646e-05
2604.5,3.4479300666134804e-05
2605.5,3.448043207754381e-05
2606.5,3.4480290196370333e-05
2607.5,3.448241113801487e-05
2608.5,3.448254938120954e-05
2609.5,3.44842228514608e-05
2610.5,3.448418283369392e-05
2611.5,3.448359348112717e-05
2612.5,3.448296047281474e-05
2613.5,3.4485117794247344e-05
2614.5,3.448590723564848e-05
2615.5,3.448756251600571e-05
2616.5,3.4485128708183765e-05
2617.5,3.4486030926927924e-05
2618.5,3.448734787525609e-05
2619.5,3.448737334110774e-05
2620.5,3.448763891356066e-05
2621.5,3.448998904787004e-05
2622.5,3.448887946433388e-05
2623.5,3.448943971307017e-05
2624.5,3.448818824836053e-05
2625.5,3.4490145480958745e-05
2626.5,3.449025098234415e-05
2627.5,3.44894542649854e-05
2628.5,3.449113137321547e-05
2629.5,3.449132782407105e-05
2630.5,3.449195355642587e-05
2631.5,3.449245195952244e-05
2632.5,3.449101131991483e-05
2633.5,3.449310679570772e-05
2634.5,3.449345240369439e-05
2635.5,3.4492597478674725e-05
2636.5,3.449281939538196e-05
2637.5,3.4493659768486395e-05
2638.5,3.449446739978157e-05
2639.5,3.449301584623754e-05
2640.5,3.4494223655201495e-05
2641.5,3.449255382292904e-05
2642.5,3.4494387364247814e-05
2643.5,3.449404539423995e-05
2644.5,3.449463110882789e-05
2645.5,3.44953550666105e-05
2646.5,3.4495686122681946e-05
2647.5,3.449467112659477e-05
2648.5,3.449615905992687e-05
2649.5,3.449646465014666e-05
2650.5,3.4498261811677366e-05
2651.5,3.449709038250148e-05
2652.5,3.4496748412493616e-05
2653.5,3.449762152740732e-05
2654.5,3.4496948501328006e-05
2655.5,3.4497763408580795e-05
2656.5,3.449866926530376e-05
2657.5,3.4498352761147544e-05
2658.5,3.449981159064919e-05
2659.5,3.4498440072638914e-05
2660.5,3.450056829024106e-05
2661.5,3.4499098546803e-05
2662.5,3.4501190384617075e-05
2663.5,3.4500251786084846e-05
2664.5,3.450000804150477e-05
2665.5,3.450307121966034e-05
2666.5,3.4502943890402094e-05
2667.5,3.4501841582823545e-05
2668.5,3.450379517744295e-05
2669.5,3.450214353506453e-05
2670.5,3.450485019129701e-05
2671.5,3.450347503530793e-05
2672.5,3.450393342063762e-05
2673.5,3.450614894973114e-05
2674.5,3.450598887866363e-05
2675.5,3.4506269003031775e-05
2676.5,3.4507233067415655e-05
2677.5,3.450722215347923e-05
2678.5,3.450836447882466e-05
2679.5,3.4508218959672377e-05
2680.5,3.450949225225486e-05
2681.5,3.450957592576742e-05
2682.5,3.451199154369533e-05
2683.5,3.451249358477071e-05
2684.5,3.451255906838924e-05
2685.5,3.451459633652121e-05
2686.5,3.451592056080699e-05
2687.5,3.451511656749062e-05
2688.5,3.4517466701800004e-05
2689.5,3.4516939194872975e-05
2690.5,3.451917655183934e-05
2691.5,3.4520580811658874e-05
2692.5,3.4522068744990975e-05
2693.5,3.4522341593401507e-05
2694.5,3.452416058280505e-05
2695.5,3.4523571230238304e-05
2696.5,3.452376040513627e-05
2697.5,3.452315286267549e-05
2698.5,3.4526434319559485e-05
2699.5,3.4523858630564064e-05
2700.5,3.452371311141178e-05
2701.5,3.45249027304817e-05
2702.5,3.452576493145898e-05
2703.5,3.452648888924159e-05
