Time (year),co2 (ppm)
1850.5,285.69586181640625
1851.5,287.7727966308594
1852.5,290.60113525390625
1853.5,293.4847717285156
1854.5,296.3963928222656
1855.5,299.3292541503906
1856.5,302.3050842285156
1857.5,305.30377197265625
1858.5,308.3421630859375
1859.5,311.40972900390625
1860.5,314.5201110839844
1861.5,317.6437683105469
1862.5,320.80078125
1863.5,323.9895935058594
1864.5,327.2237243652344
1865.5,330.48626708984375
1866.5,333.77703857421875
1867.5,337.09490966796875
1868.5,340.4743957519531
1869.5,343.8859558105469
1870.5,347.3330078125
1871.5,350.80206298828125
1872.5,354.3012390136719
1873.5,357.8175964355469
1874.5,361.3775939941406
1875.5,364.97979736328125
1876.5,368.6277770996094
1877.5,372.3032531738281
1878.5,376.0179443359375
1879.5,379.7554931640625
1880.5,383.5361328125
1881.5,387.367919921875
1882.5,391.24053955078125
1883.5,395.1395263671875
1884.5,399.0805358886719
1885.5,403.052734375
1886.5,407.07012939453125
1887.5,411.1384582519531
1888.5,415.2501525878906
1889.5,419.39935302734375
1890.5,423.59735107421875
1891.5,427.8185729980469
1892.5,432.0931396484375
1893.5,436.40740966796875
1894.5,440.76849365234375
1895.5,445.169677734375
1896.5,449.6171569824219
1897.5,454.0986328125
1898.5,458.6275634765625
1899.5,463.20941162109375
1900.5,467.8461608886719
1901.5,472.5238342285156
1902.5,477.25390625
1903.5,481.986572265625
1904.5,485.94403076171875
1905.5,485.9169616699219
1906.5,482.83074951171875
1907.5,479.995361328125
1908.5,477.47552490234375
1909.5,475.1847229003906
1910.5,473.0943603515625
1911.5,471.15740966796875
1912.5,469.3655700683594
1913.5,467.6823425292969
1914.5,466.1026611328125
1915.5,464.60986328125
1916.5,463.20196533203125
1917.5,461.8663635253906
1918.5,460.6076965332031
1919.5,459.4018249511719
1920.5,458.2628173828125
1921.5,457.1606750488281
1922.5,456.1155090332031
1923.5,455.11822509765625
1924.5,454.17340087890625
1925.5,453.2698669433594
1926.5,452.4101867675781
1927.5,451.5854187011719
1928.5,450.8114318847656
1929.5,450.062744140625
1930.5,449.3402404785156
1931.5,448.63836669921875
1932.5,447.9617919921875
1933.5,447.3095703125
1934.5,446.6909484863281
1935.5,446.0888671875
1936.5,445.51025390625
1937.5,444.9413146972656
1938.5,444.4054870605469
1939.5,443.8765869140625
1940.5,443.3731994628906
1941.5,442.88916015625
1942.5,442.41595458984375
1943.5,441.9552307128906
1944.5,441.50347900390625
1945.5,441.061279296875
1946.5,440.6363220214844
1947.5,440.2240295410156
1948.5,439.8188781738281
1949.5,439.4208679199219
1950.5,439.046875
1951.5,438.6830139160156
1952.5,438.3338623046875
1953.5,437.9833984375
1954.5,437.6369323730469
1955.5,437.3013916015625
1956.5,436.9603576660156
1957.5,436.63201904296875
1958.5,436.321533203125
1959.5,436.0123291015625
1960.5,435.7081298828125
1961.5,435.4227294921875
1962.5,435.1286926269531
1963.5,434.8402404785156
1964.5,434.55426025390625
1965.5,434.2765197753906
1966.5,434.0138854980469
1967.5,433.74420166015625
1968.5,433.4880065917969
1969.5,433.2256774902344
1970.5,432.9803466796875
1971.5,432.73016357421875
1972.5,432.4866943359375
1973.5,432.2332763671875
1974.5,431.9836730957031
1975.5,431.73858642578125
1976.5,431.49462890625
1977.5,431.2454528808594
1978.5,431.0078125
1979.5,430.7723388671875
1980.5,430.5248718261719
1981.5,430.28338623046875
1982.5,430.049072265625
1983.5,429.798583984375
1984.5,429.55401611328125
1985.5,429.30828857421875
1986.5,429.071044921875
1987.5,428.829833984375
1988.5,428.59954833984375
1989.5,428.3516540527344
1990.5,428.1185607910156
1991.5,427.8826599121094
1992.5,427.64483642578125
1993.5,427.4080505371094
1994.5,427.18707275390625
1995.5,426.9663391113281
1996.5,426.74420166015625
1997.5,426.51165771484375
1998.5,426.2968444824219
1999.5,426.0657653808594
2000.5,425.8402099609375
2001.5,425.6151123046875
2002.5,425.39501953125
2003.5,425.1741638183594
2004.5,424.961181640625
2005.5,424.7261047363281
2006.5,424.5093688964844
2007.5,424.2987976074219
2008.5,424.0766296386719
2009.5,423.86920166015625
2010.5,423.6501770019531
2011.5,423.4344482421875
2012.5,423.2306213378906
2013.5,423.0227355957031
2014.5,422.82513427734375
2015.5,422.61956787109375
2016.5,422.4219665527344
2017.5,422.2249755859375
2018.5,422.040283203125
2019.5,421.8412170410156
2020.5,421.65167236328125
2021.5,421.46533203125
2022.5,421.274169921875
2023.5,421.0859375
2024.5,420.9067077636719
2025.5,420.7317199707031
2026.5,420.54510498046875
2027.5,420.36517333984375
2028.5,420.1831359863281
2029.5,420.022216796875
2030.5,419.8533935546875
2031.5,419.6763610839844
2032.5,419.4997253417969
2033.5,419.34039306640625
