Time (year),dissicos (mol m-3)
1850.5,2.0242533683776855
1851.5,2.0244479179382324
1852.5,2.0250778198242188
1853.5,2.0259604454040527
1854.5,2.0269784927368164
1855.5,2.028093099594116
1856.5,2.029309034347534
1857.5,2.030548334121704
1858.5,2.0318727493286133
1859.5,2.0332255363464355
1860.5,2.034621238708496
1861.5,2.0360326766967773
1862.5,2.0374839305877686
1863.5,2.038970947265625
1864.5,2.0404629707336426
1865.5,2.041982650756836
1866.5,2.0435211658477783
1867.5,2.045074224472046
1868.5,2.04665207862854
1869.5,2.0482447147369385
1870.5,2.049844264984131
1871.5,2.0514092445373535
1872.5,2.0529911518096924
1873.5,2.05460524559021
1874.5,2.056232213973999
1875.5,2.0578794479370117
1876.5,2.059537887573242
1877.5,2.061190128326416
1878.5,2.062852621078491
1879.5,2.0645108222961426
1880.5,2.0661778450012207
1881.5,2.0678718090057373
1882.5,2.0695056915283203
1883.5,2.0711710453033447
1884.5,2.0728061199188232
1885.5,2.0744659900665283
1886.5,2.076125383377075
1887.5,2.077798843383789
1888.5,2.079468250274658
1889.5,2.081138849258423
1890.5,2.0828075408935547
1891.5,2.0844805240631104
1892.5,2.0861194133758545
1893.5,2.087775945663452
1894.5,2.089421510696411
1895.5,2.091071128845215
1896.5,2.0927295684814453
1897.5,2.094365358352661
1898.5,2.096001148223877
1899.5,2.0976405143737793
1900.5,2.0992677211761475
1901.5,2.100900888442993
1902.5,2.1025240421295166
1903.5,2.1041412353515625
1904.5,2.1056692600250244
1905.5,2.106593608856201
1906.5,2.1065633296966553
1907.5,2.10619854927063
1908.5,2.1057207584381104
1909.5,2.1052017211914062
1910.5,2.1046695709228516
1911.5,2.1041500568389893
1912.5,2.1036503314971924
1913.5,2.103161096572876
1914.5,2.102652072906494
1915.5,2.102189540863037
1916.5,2.101736307144165
1917.5,2.1013123989105225
1918.5,2.1008973121643066
1919.5,2.1004831790924072
1920.5,2.1001088619232178
1921.5,2.0997161865234375
1922.5,2.0993752479553223
1923.5,2.0990192890167236
1924.5,2.0986950397491455
1925.5,2.098355770111084
1926.5,2.0980589389801025
1927.5,2.0977540016174316
1928.5,2.097491502761841
1929.5,2.097212553024292
1930.5,2.0969345569610596
1931.5,2.096693754196167
1932.5,2.0964407920837402
1933.5,2.0962071418762207
1934.5,2.095975160598755
1935.5,2.0957512855529785
1936.5,2.095551013946533
1937.5,2.0953142642974854
1938.5,2.0951273441314697
1939.5,2.094913959503174
1940.5,2.094738245010376
1941.5,2.0945351123809814
1942.5,2.094360828399658
1943.5,2.0941708087921143
1944.5,2.094003438949585
1945.5,2.0938150882720947
1946.5,2.0936625003814697
1947.5,2.093489170074463
1948.5,2.0933265686035156
1949.5,2.093160390853882
1950.5,2.092989921569824
1951.5,2.092848062515259
1952.5,2.092679977416992
1953.5,2.0925567150115967
1954.5,2.092384099960327
1955.5,2.0922536849975586
1956.5,2.092106342315674
1957.5,2.091970920562744
1958.5,2.0918118953704834
1959.5,2.0916922092437744
1960.5,2.091539144515991
1961.5,2.0914268493652344
1962.5,2.091273307800293
1963.5,2.0911619663238525
1964.5,2.091010570526123
1965.5,2.0908994674682617
1966.5,2.090761661529541
1967.5,2.0906472206115723
1968.5,2.0905275344848633
1969.5,2.0903968811035156
1970.5,2.090282917022705
1971.5,2.0901641845703125
