Time (year),fco2nat (PgC a-1)
1850.5,0.2741258442401886
1851.5,0.2895109951496124
1852.5,0.2704527676105499
1853.5,0.24748536944389343
1854.5,0.1995653212070465
1855.5,0.14917269349098206
1856.5,0.08954276144504547
1857.5,0.045546650886535645
1858.5,-0.0019354075193405151
1859.5,-0.08273948729038239
1860.5,-0.1538783609867096
1861.5,-0.21075212955474854
1862.5,-0.2955176532268524
1863.5,-0.4274682402610779
1864.5,-0.5123082995414734
1865.5,-0.6015021204948425
1866.5,-0.7472212910652161
1867.5,-0.8824558258056641
1868.5,-1.0321604013442993
1869.5,-1.1953320503234863
1870.5,-1.3535891771316528
1871.5,-1.5401610136032104
1872.5,-1.7615752220153809
1873.5,-1.9831568002700806
1874.5,-2.2221579551696777
1875.5,-2.50042462348938
1876.5,-2.758500814437866
1877.5,-3.091538906097412
1878.5,-3.411325454711914
1879.5,-3.723536491394043
1880.5,-4.0723876953125
1881.5,-4.4530816078186035
1882.5,-4.809804916381836
1883.5,-5.196070194244385
1884.5,-5.596837043762207
1885.5,-5.966135025024414
1886.5,-6.335770606994629
1887.5,-6.71695613861084
1888.5,-7.109837532043457
1889.5,-7.49981689453125
1890.5,-7.878927230834961
1891.5,-8.264252662658691
1892.5,-8.62211799621582
1893.5,-8.97323989868164
1894.5,-9.248720169067383
1895.5,-9.5382661819458
1896.5,-9.805996894836426
1897.5,-9.977510452270508
1898.5,-10.156306266784668
1899.5,-10.290410995483398
1900.5,-10.428791046142578
1901.5,-10.51060676574707
1902.5,-10.634777069091797
1903.5,-10.65902042388916
1904.5,-10.685441017150879
1905.5,-10.647445678710938
1906.5,-10.619516372680664
1907.5,-10.537012100219727
1908.5,-10.452374458312988
1909.5,-10.319242477416992
1910.5,-10.162656784057617
1911.5,-9.996448516845703
1912.5,-9.809085845947266
1913.5,-9.570411682128906
1914.5,-9.346479415893555
1915.5,-9.088932991027832
1916.5,-8.800331115722656
1917.5,-8.548479080200195
1918.5,-8.269339561462402
1919.5,-7.996030807495117
1920.5,-7.700723648071289
1921.5,-7.41025447845459
1922.5,-7.091337203979492
1923.5,-6.836702346801758
1924.5,-6.538557052612305
1925.5,-6.272665500640869
1926.5,-5.972619533538818
1927.5,-5.707541465759277
1928.5,-5.429333686828613
1929.5,-5.172435283660889
1930.5,-4.936775207519531
1931.5,-4.696225166320801
1932.5,-4.479236125946045
1933.5,-4.258431434631348
1934.5,-4.073513984680176
1935.5,-3.9084887504577637
1936.5,-3.714273452758789
1937.5,-3.557769298553467
1938.5,-3.3781888484954834
1939.5,-3.2198829650878906
1940.5,-3.058791399002075
1941.5,-2.9482064247131348
1942.5,-2.7807226181030273
1943.5,-2.6880390644073486
1944.5,-2.5594677925109863
1945.5,-2.4504785537719727
1946.5,-2.3158273696899414
1947.5,-2.2591331005096436
1948.5,-2.1360456943511963
1949.5,-2.052298069000244
1950.5,-1.9359180927276611
1951.5,-1.9046595096588135
1952.5,-1.801594614982605
1953.5,-1.7506368160247803
1954.5,-1.6768839359283447
1955.5,-1.579853892326355
1956.5,-1.508225679397583
1957.5,-1.4836015701293945
1958.5,-1.415663242340088
1959.5,-1.3652100563049316
1960.5,-1.3204001188278198
1961.5,-1.2775551080703735
1962.5,-1.2500839233398438
1963.5,-1.216102123260498
1964.5,-1.1891223192214966
1965.5,-1.1583582162857056
1966.5,-1.1487789154052734
1967.5,-1.0957088470458984
1968.5,-1.080183982849121
1969.5,-1.0456560850143433
1970.5,-1.0225404500961304
1971.5,-1.0161221027374268
1972.5,-0.9956246614456177
1973.5,-0.9650089740753174
1974.5,-0.9439334869384766
1975.5,-0.9315484166145325
1976.5,-0.8923308253288269
1977.5,-0.9199122786521912
1978.5,-0.9138109087944031
1979.5,-0.8746194839477539
1980.5,-0.8534184694290161
1981.5,-0.8327813148498535
1982.5,-0.8371247053146362
1983.5,-0.7961372137069702
1984.5,-0.8127081394195557
1985.5,-0.8095406889915466
1986.5,-0.7659704089164734
1987.5,-0.7871583700180054
1988.5,-0.7649274468421936
1989.5,-0.790509819984436
1990.5,-0.7651758193969727
1991.5,-0.7668886184692383
1992.5,-0.7654441595077515
1993.5,-0.7561490535736084
1994.5,-0.7302317023277283
1995.5,-0.7245267629623413
1996.5,-0.7454935312271118
1997.5,-0.7215309143066406
1998.5,-0.7107908129692078
1999.5,-0.6991260051727295
2000.5,-0.694577693939209
2001.5,-0.6956964731216431
2002.5,-0.6811871528625488
2003.5,-0.6506069898605347
2004.5,-0.6781529784202576
2005.5,-0.6408761143684387
2006.5,-0.6439623832702637
2007.5,-0.6512863039970398
2008.5,-0.6521056890487671
2009.5,-0.6406797170639038
2010.5,-0.5939865112304688
2011.5,-0.6074186563491821
2012.5,-0.6074352264404297
2013.5,-0.5992741584777832
2014.5,-0.588923990726471
2015.5,-0.5912491083145142
2016.5,-0.569852888584137
2017.5,-0.571648359298706
2018.5,-0.5752890110015869
2019.5,-0.5743427276611328
2020.5,-0.5703234672546387
2021.5,-0.5959843397140503
2022.5,-0.5731282234191895
2023.5,-0.5566151142120361
2024.5,-0.5548110604286194
2025.5,-0.5658808946609497
2026.5,-0.5435352325439453
2027.5,-0.5322146415710449
2028.5,-0.5422049760818481
2029.5,-0.5368629097938538
2030.5,-0.5333540439605713
2031.5,-0.5419091582298279
2032.5,-0.5850329995155334
2033.5,-0.5502321124076843
2034.5,-0.5332780480384827
2035.5,-0.5268316864967346
2036.5,-0.5521438121795654
2037.5,-0.5381484031677246
2038.5,-0.541811466217041
2039.5,-0.5237234830856323
2040.5,-0.5223461389541626
2041.5,-0.5275068283081055
2042.5,-0.5321382284164429
2043.5,-0.5200889110565186
2044.5,-0.5154010057449341
2045.5,-0.5238159894943237
2046.5,-0.5415516495704651
2047.5,-0.532952606678009
2048.5,-0.5179545283317566
2049.5,-0.5026644468307495
2050.5,-0.534098744392395
2051.5,-0.5430973768234253
2052.5,-0.5389996767044067
2053.5,-0.5240746736526489
2054.5,-0.5237041711807251
2055.5,-0.5285035371780396
2056.5,-0.5502023696899414
2057.5,-0.5282027721405029
2058.5,-0.508633553981781
2059.5,-0.5126412510871887
2060.5,-0.49766969680786133
2061.5,-0.5157297253608704
2062.5,-0.5220925211906433
2063.5,-0.5316396951675415
2064.5,-0.48772376775741577
2065.5,-0.5043599009513855
2066.5,-0.513221800327301
2067.5,-0.49694156646728516
2068.5,-0.5049870610237122
2069.5,-0.4908984899520874
2070.5,-0.4951797425746918
2071.5,-0.5046759247779846
2072.5,-0.47561776638031006
2073.5,-0.48509201407432556
2074.5,-0.4853053689002991
2075.5,-0.5016406774520874
2076.5,-0.4905065894126892
2077.5,-0.46337974071502686
2078.5,-0.46412768959999084
2079.5,-0.47826653718948364
2080.5,-0.46440261602401733
2081.5,-0.5089988112449646
2082.5,-0.46983611583709717
2083.5,-0.45897001028060913
2084.5,-0.4796542823314667
2085.5,-0.47600099444389343
2086.5,-0.496856153011322
2087.5,-0.4560937285423279
2088.5,-0.45348215103149414
2089.5,-0.4302181303501129
2090.5,-0.46437400579452515
2091.5,-0.4346367120742798
2092.5,-0.46465128660202026
2093.5,-0.46192145347595215
2094.5,-0.44724059104919434
2095.5,-0.4014716148376465
2096.5,-0.4160342812538147
2097.5,-0.4219436049461365
2098.5,-0.43581467866897583
2099.5,-0.44396698474884033
2100.5,-0.40884578227996826
2101.5,-0.40795469284057617
2102.5,-0.4069012403488159
2103.5,-0.41372770071029663
2104.5,-0.4138414263725281
2105.5,-0.42512479424476624
2106.5,-0.3970881402492523
2107.5,-0.39985471963882446
2108.5,-0.397233247756958
2109.5,-0.36991918087005615
2110.5,-0.3932431936264038
2111.5,-0.3857833743095398
2112.5,-0.3948831558227539
2113.5,-0.36370936036109924
2114.5,-0.3447337746620178
2115.5,-0.36339861154556274
2116.5,-0.3519316613674164
2117.5,-0.36806270480155945
2118.5,-0.36360102891921997
2119.5,-0.34391820430755615
2120.5,-0.3391581177711487
2121.5,-0.3207663595676422
2122.5,-0.327663391828537
2123.5,-0.3439691364765167
2124.5,-0.3290955424308777
2125.5,-0.3182064890861511
2126.5,-0.3044712543487549
2127.5,-0.3238756060600281
2128.5,-0.3230336606502533
2129.5,-0.3261827528476715
2130.5,-0.2946290075778961
2131.5,-0.2789270877838135
2132.5,-0.25920355319976807
2133.5,-0.2930079698562622
2134.5,-0.2852785587310791
2135.5,-0.2757875919342041
2136.5,-0.2841731607913971
2137.5,-0.2827855944633484
2138.5,-0.2724289894104004
2139.5,-0.26544004678726196
2140.5,-0.2637781500816345
2141.5,-0.24935811758041382
2142.5,-0.22168639302253723
2143.5,-0.237233966588974
2144.5,-0.2326917052268982
2145.5,-0.23506569862365723
2146.5,-0.2476670742034912
2147.5,-0.26669010519981384
2148.5,-0.23740684986114502
2149.5,-0.25594162940979004
2150.5,-0.23024320602416992
2151.5,-0.22726544737815857
2152.5,-0.22879302501678467
2153.5,-0.22221282124519348
2154.5,-0.22020921111106873
2155.5,-0.2249508500099182
2156.5,-0.2535715103149414
2157.5,-0.27263838052749634
2158.5,-0.24376311898231506
2159.5,-0.2336675375699997
2160.5,-0.24290291965007782
2161.5,-0.24074046313762665
2162.5,-0.21965183317661285
2163.5,-0.22652682662010193
2164.5,-0.20936760306358337
2165.5,-0.24593539535999298
2166.5,-0.2625846266746521
2167.5,-0.22302256524562836
2168.5,-0.2309175431728363
2169.5,-0.21384833753108978
2170.5,-0.22320556640625
2171.5,-0.23400799930095673
2172.5,-0.21464979648590088
2173.5,-0.21462348103523254
2174.5,-0.2100147008895874
2175.5,-0.19676008820533752
2176.5,-0.22389809787273407
2177.5,-0.17254379391670227
2178.5,-0.19712217152118683
2179.5,-0.20067839324474335
2180.5,-0.18389058113098145
2181.5,-0.18588638305664062
2182.5,-0.20179913938045502
2183.5,-0.19667969644069672
2184.5,-0.21681106090545654
2185.5,-0.20624850690364838
2186.5,-0.22576244175434113
2187.5,-0.2279769778251648
2188.5,-0.18840813636779785
2189.5,-0.19659999012947083
2190.5,-0.20166559517383575
2191.5,-0.18867871165275574
2192.5,-0.20073086023330688
2193.5,-0.20213213562965393
2194.5,-0.20103417336940765
2195.5,-0.19572821259498596
2196.5,-0.17431433498859406
2197.5,-0.17734599113464355
2198.5,-0.1789262294769287
2199.5,-0.17218443751335144
2200.5,-0.16577056050300598
2201.5,-0.1876807063817978
2202.5,-0.1740773469209671
2203.5,-0.17395935952663422
2204.5,-0.19121108949184418
2205.5,-0.20422600209712982
2206.5,-0.1963811069726944
2207.5,-0.1910955160856247
2208.5,-0.19212307035923004
2209.5,-0.16770531237125397
2210.5,-0.1984110176563263
2211.5,-0.21750368177890778
2212.5,-0.19901564717292786
2213.5,-0.1911313533782959
2214.5,-0.18268713355064392
2215.5,-0.18044182658195496
2216.5,-0.15716704726219177
2217.5,-0.1633867621421814
2218.5,-0.17716729640960693
2219.5,-0.216363787651062
2220.5,-0.199809268116951
2221.5,-0.2185676097869873
2222.5,-0.23169098794460297
2223.5,-0.2132069170475006
2224.5,-0.22500933706760406
2225.5,-0.23333558440208435
2226.5,-0.2064407467842102
2227.5,-0.18601946532726288
2228.5,-0.19121059775352478
2229.5,-0.20048430562019348
2230.5,-0.1648363620042801
2231.5,-0.2004707008600235
2232.5,-0.19075259566307068
2233.5,-0.2022363394498825
2234.5,-0.22476185858249664
2235.5,-0.21495185792446136
2236.5,-0.20948734879493713
2237.5,-0.2478240728378296
2238.5,-0.2022532820701599
2239.5,-0.2183276116847992
2240.5,-0.19277243316173553
2241.5,-0.21336111426353455
2242.5,-0.2031553089618683
2243.5,-0.19534069299697876
2244.5,-0.2110152691602707
2245.5,-0.21513739228248596
2246.5,-0.1890300214290619
2247.5,-0.23020799458026886
2248.5,-0.21918432414531708
2249.5,-0.2057359218597412
2250.5,-0.24512511491775513
2251.5,-0.20387229323387146
2252.5,-0.18737445771694183
2253.5,-0.21135398745536804
2254.5,-0.20176200568675995
2255.5,-0.22491034865379333
