Time (year),nbp (PgC a-1)
1850.5,-0.20522041618824005
1851.5,-0.27570462226867676
1852.5,-0.2969994843006134
1853.5,-0.29276853799819946
1854.5,-0.27822843194007874
1855.5,-0.25069430470466614
1856.5,-0.21107757091522217
1857.5,-0.20690888166427612
1858.5,-0.2010137140750885
1859.5,-0.12952998280525208
1860.5,-0.11757248640060425
1861.5,-0.09123194962739944
1862.5,-0.050218719989061356
1863.5,0.018157899379730225
1864.5,0.04004031419754028
1865.5,0.0967404767870903
1866.5,0.14511987566947937
1867.5,0.1631070375442505
1868.5,0.2290867120027542
1869.5,0.306614488363266
1870.5,0.3353285491466522
1871.5,0.39129701256752014
1872.5,0.4911572337150574
1873.5,0.5469247698783875
1874.5,0.6387152075767517
1875.5,0.7591438293457031
1876.5,0.8655466437339783
1877.5,0.9886335730552673
1878.5,1.1152708530426025
1879.5,1.231337308883667
1880.5,1.3475899696350098
1881.5,1.505252718925476
1882.5,1.6362652778625488
1883.5,1.8018522262573242
1884.5,1.9207369089126587
1885.5,2.068357229232788
1886.5,2.16290545463562
1887.5,2.29650616645813
1888.5,2.413989305496216
1889.5,2.5803260803222656
1890.5,2.652805805206299
1891.5,2.8023715019226074
1892.5,2.925827741622925
1893.5,3.095059871673584
1894.5,3.222987651824951
1895.5,3.3527309894561768
1896.5,3.4595651626586914
1897.5,3.549771308898926
1898.5,3.6118063926696777
1899.5,3.6470906734466553
1900.5,3.6777944564819336
1901.5,3.682819366455078
1902.5,3.6586215496063232
1903.5,3.637784719467163
1904.5,3.643376588821411
1905.5,3.648899555206299
1906.5,3.6235783100128174
1907.5,3.5938193798065186
1908.5,3.594548463821411
1909.5,3.5701355934143066
1910.5,3.5262651443481445
1911.5,3.487041711807251
1912.5,3.4171841144561768
1913.5,3.3500752449035645
1914.5,3.232102155685425
1915.5,3.1730902194976807
1916.5,3.0958211421966553
1917.5,3.0035457611083984
1918.5,2.8731625080108643
1919.5,2.758850574493408
1920.5,2.606729745864868
1921.5,2.47457218170166
1922.5,2.3532962799072266
1923.5,2.21689772605896
1924.5,2.119460344314575
1925.5,2.017009973526001
1926.5,1.918714165687561
1927.5,1.827185034751892
1928.5,1.7285023927688599
1929.5,1.6195886135101318
1930.5,1.5134423971176147
1931.5,1.4338937997817993
1932.5,1.3323222398757935
1933.5,1.2411682605743408
1934.5,1.1794774532318115
1935.5,1.0992534160614014
1936.5,1.005882740020752
1937.5,0.9208238124847412
1938.5,0.8675985932350159
1939.5,0.7662774324417114
1940.5,0.6931475400924683
1941.5,0.6363617777824402
1942.5,0.5841982364654541
1943.5,0.5022006034851074
1944.5,0.43101224303245544
1945.5,0.35585111379623413
1946.5,0.30101510882377625
1947.5,0.22808195650577545
1948.5,0.19077616930007935
1949.5,0.14623533189296722
1950.5,0.10360997915267944
1951.5,0.0560620091855526
1952.5,0.007786680478602648
1953.5,-0.006085120607167482
1954.5,-0.03369491174817085
1955.5,-0.06995417177677155
1956.5,-0.1293449103832245
1957.5,-0.144107386469841
1958.5,-0.1807991862297058
1959.5,-0.2133980393409729
1960.5,-0.24399571120738983
1961.5,-0.26572272181510925
1962.5,-0.2624235153198242
1963.5,-0.30918335914611816
1964.5,-0.30987635254859924
1965.5,-0.3262755870819092
1966.5,-0.3231242597103119
1967.5,-0.3176758885383606
1968.5,-0.3413630425930023
1969.5,-0.3621750473976135
1970.5,-0.37653809785842896
1971.5,-0.36794111132621765
1972.5,-0.363990843296051
1973.5,-0.39912718534469604
1974.5,-0.39104220271110535
1975.5,-0.4060623049736023
1976.5,-0.3976918160915375
1977.5,-0.3989068269729614
1978.5,-0.38437619805336
1979.5,-0.4033222198486328
1980.5,-0.4154135286808014
1981.5,-0.4023314118385315
1982.5,-0.4151054918766022
1983.5,-0.4142230749130249
1984.5,-0.4509439170360565
1985.5,-0.4177250564098358
1986.5,-0.427652508020401
1987.5,-0.41084495186805725
1988.5,-0.4158514142036438
1989.5,-0.4010787010192871
1990.5,-0.38934218883514404
1991.5,-0.3993816673755646
1992.5,-0.39672547578811646
1993.5,-0.41299721598625183
1994.5,-0.38617026805877686
1995.5,-0.3925105929374695
1996.5,-0.3716960549354553
1997.5,-0.3640945553779602
1998.5,-0.34342020750045776
1999.5,-0.33852601051330566
2000.5,-0.33991122245788574
2001.5,-0.36104437708854675
2002.5,-0.32591137290000916
2003.5,-0.3021637797355652
2004.5,-0.3114800453186035
2005.5,-0.30641043186187744
2006.5,-0.31288281083106995
2007.5,-0.3274754583835602
2008.5,-0.3088776171207428
2009.5,-0.2772582769393921
2010.5,-0.3075666129589081
2011.5,-0.3167554438114166
2012.5,-0.2861080765724182
2013.5,-0.29644352197647095
2014.5,-0.28891074657440186
2015.5,-0.2677875757217407
2016.5,-0.28316232562065125
2017.5,-0.31485241651535034
2018.5,-0.24988402426242828
2019.5,-0.2748371958732605
2020.5,-0.2435239851474762
2021.5,-0.2559719979763031
2022.5,-0.24819213151931763
2023.5,-0.2534545063972473
2024.5,-0.24944300949573517
2025.5,-0.2524814009666443
2026.5,-0.2590150833129883
2027.5,-0.24399055540561676
2028.5,-0.24853548407554626
2029.5,-0.25625309348106384
2030.5,-0.23486246168613434
2031.5,-0.22096599638462067
2032.5,-0.22719953954219818
2033.5,-0.2348446398973465
2034.5,-0.23103637993335724
2035.5,-0.2507580816745758
2036.5,-0.23922885954380035
2037.5,-0.23843298852443695
2038.5,-0.23056958615779877
2039.5,-0.22411291301250458
2040.5,-0.24764518439769745
2041.5,-0.2568458020687103
2042.5,-0.23442025482654572
2043.5,-0.24902240931987762
2044.5,-0.24422575533390045
2045.5,-0.2374635636806488
2046.5,-0.2542884945869446
2047.5,-0.2326371818780899
2048.5,-0.2502582371234894
2049.5,-0.25072231888771057
2050.5,-0.25838974118232727
2051.5,-0.25164470076560974
2052.5,-0.2417481243610382
2053.5,-0.24203959107398987
2054.5,-0.23845987021923065
2055.5,-0.24247543513774872
2056.5,-0.2363864779472351
2057.5,-0.25076866149902344
2058.5,-0.25254666805267334
2059.5,-0.24826879799365997
2060.5,-0.23075033724308014
2061.5,-0.2392733097076416
2062.5,-0.25447893142700195
2063.5,-0.2502171993255615
2064.5,-0.24921944737434387
2065.5,-0.2231510728597641
2066.5,-0.24354879558086395
2067.5,-0.25391340255737305
2068.5,-0.22734962403774261
2069.5,-0.2551593780517578
2070.5,-0.23070667684078217
2071.5,-0.24160200357437134
2072.5,-0.22088511288166046
2073.5,-0.23496456444263458
2074.5,-0.2244187742471695
2075.5,-0.2141239047050476
2076.5,-0.24212291836738586
2077.5,-0.24270877242088318
2078.5,-0.255815714597702
2079.5,-0.24303162097930908
2080.5,-0.24589574337005615
2081.5,-0.23579445481300354
2082.5,-0.23735016584396362
2083.5,-0.2509353756904602
2084.5,-0.2380775511264801
2085.5,-0.24231962859630585
2086.5,-0.23015588521957397
2087.5,-0.2223256677389145
2088.5,-0.24136470258235931
2089.5,-0.23789547383785248
2090.5,-0.21004746854305267
2091.5,-0.23023588955402374
2092.5,-0.23959922790527344
2093.5,-0.22865734994411469
2094.5,-0.1987622231245041
2095.5,-0.21616800129413605
2096.5,-0.23012027144432068
2097.5,-0.23126696050167084
2098.5,-0.18597005307674408
2099.5,-0.2085111290216446
2100.5,-0.20919585227966309
2101.5,-0.22406315803527832
2102.5,-0.20402424037456512
2103.5,-0.21262840926647186
2104.5,-0.19591830670833588
2105.5,-0.2167023867368698
2106.5,-0.23048849403858185
2107.5,-0.21991853415966034
2108.5,-0.19822080433368683
2109.5,-0.18940454721450806
2110.5,-0.19319190084934235
2111.5,-0.21309731900691986
2112.5,-0.19541366398334503
2113.5,-0.2090112417936325
2114.5,-0.19156073033809662
2115.5,-0.19460217654705048
2116.5,-0.19127856194972992
2117.5,-0.210267573595047
2118.5,-0.19920113682746887
2119.5,-0.21604131162166595
2120.5,-0.185985267162323
2121.5,-0.19372130930423737
2122.5,-0.186945840716362
2123.5,-0.2126251757144928
2124.5,-0.23508748412132263
2125.5,-0.23214522004127502
2126.5,-0.19093480706214905
2127.5,-0.18720364570617676
2128.5,-0.20165778696537018
2129.5,-0.19406230747699738
2130.5,-0.2091580480337143
2131.5,-0.18966543674468994
2132.5,-0.1739387959241867
2133.5,-0.18633729219436646
2134.5,-0.18404138088226318
2135.5,-0.19415362179279327
2136.5,-0.19902320206165314
2137.5,-0.1991880089044571
2138.5,-0.19892112910747528
2139.5,-0.16082945466041565
2140.5,-0.15364599227905273
2141.5,-0.18365664780139923
2142.5,-0.19158916175365448
2143.5,-0.19919747114181519
2144.5,-0.17062589526176453
2145.5,-0.14501911401748657
2146.5,-0.1726720780134201
2147.5,-0.18870490789413452
2148.5,-0.1715356707572937
2149.5,-0.18719439208507538
2150.5,-0.18617388606071472
2151.5,-0.17465026676654816
2152.5,-0.17934587597846985
2153.5,-0.18409432470798492
2154.5,-0.20252951979637146
2155.5,-0.21461494266986847
2156.5,-0.2153976410627365
2157.5,-0.19236233830451965
2158.5,-0.1850808560848236
2159.5,-0.16124872863292694
2160.5,-0.15410712361335754
2161.5,-0.18112346529960632
2162.5,-0.16127550601959229
2163.5,-0.13846240937709808
2164.5,-0.1317778378725052
2165.5,-0.13962312042713165
2166.5,-0.15728537738323212
2167.5,-0.15942780673503876
2168.5,-0.1793110966682434
2169.5,-0.18962207436561584
2170.5,-0.18876181542873383
2171.5,-0.19158412516117096
2172.5,-0.19896073639392853
2173.5,-0.19729898869991302
2174.5,-0.1641177386045456
2175.5,-0.14942587912082672
2176.5,-0.1315579116344452
2177.5,-0.13870419561862946
2178.5,-0.13758575916290283
2179.5,-0.11890336126089096
2180.5,-0.10869144648313522
2181.5,-0.1377844214439392
2182.5,-0.15104053914546967
2183.5,-0.16192950308322906
2184.5,-0.1859811693429947
2185.5,-0.18599165976047516
2186.5,-0.17218941450119019
2187.5,-0.1872454136610031
2188.5,-0.15320011973381042
2189.5,-0.14036841690540314
2190.5,-0.1425463706254959
2191.5,-0.12061817198991776
2192.5,-0.13440680503845215
2193.5,-0.11498221009969711
2194.5,-0.11246578395366669
2195.5,-0.14390383660793304
2196.5,-0.13588891923427582
2197.5,-0.14981523156166077
2198.5,-0.18314939737319946
2199.5,-0.18396948277950287
2200.5,-0.1800161749124527
2201.5,-0.20252999663352966
2202.5,-0.2081087827682495
2203.5,-0.18897594511508942
2204.5,-0.15280982851982117
2205.5,-0.13515080511569977
2206.5,-0.1291406899690628
2207.5,-0.1496170461177826
2208.5,-0.1268737018108368
2209.5,-0.11665315926074982
2210.5,-0.13614334166049957
2211.5,-0.1546526402235031
2212.5,-0.15613627433776855
2213.5,-0.1531466245651245
2214.5,-0.2033410221338272
2215.5,-0.2021988332271576
2216.5,-0.19650405645370483
2217.5,-0.19335448741912842
2218.5,-0.17544637620449066
2219.5,-0.16074766218662262
2220.5,-0.14479021728038788
2221.5,-0.13649562001228333
2222.5,-0.09455344080924988
2223.5,-0.08394607156515121
2224.5,-0.09414587914943695
2225.5,-0.06521491706371307
2226.5,-0.06289234757423401
2227.5,-0.09217651188373566
2228.5,-0.06370969861745834
2229.5,-0.08665445446968079
2230.5,-0.12124262005090714
2231.5,-0.11043325811624527
2232.5,-0.07664205878973007
2233.5,-0.07913199812173843
2234.5,-0.049571141600608826
2235.5,-0.07896198332309723
2236.5,-0.07381073385477066
2237.5,-0.08972384035587311
2238.5,-0.07797719538211823
2239.5,-0.05937054380774498
2240.5,-0.06473797559738159
2241.5,-0.06914462149143219
2242.5,-0.07989578694105148
2243.5,-0.09187918901443481
2244.5,-0.0764317512512207
2245.5,-0.09421779215335846
2246.5,-0.10399433970451355
2247.5,-0.10078411549329758
2248.5,-0.08796082437038422
