Time (year),pr (kg m-2 s-1)
1850.5,3.365005977684632e-05
1851.5,3.3661173802101985e-05
1852.5,3.366866076248698e-05
1853.5,3.367237877682783e-05
1854.5,3.3674183214316145e-05
1855.5,3.367719182278961e-05
1856.5,3.3677035389700904e-05
1857.5,3.367809404153377e-05
1858.5,3.36781631631311e-05
1859.5,3.3677060855552554e-05
1860.5,3.367710087331943e-05
1861.5,3.367441240698099e-05
1862.5,3.3673368307063356e-05
1863.5,3.367153840372339e-05
1864.5,3.366983582964167e-05
1865.5,3.366758755873889e-05
1866.5,3.366456076037139e-05
1867.5,3.365737939020619e-05
1868.5,3.365100928931497e-05
1869.5,3.36440461978782e-05
1870.5,3.364012809470296e-05
1871.5,3.363171708770096e-05
1872.5,3.362307688803412e-05
1873.5,3.361522976774722e-05
1874.5,3.3605734643060714e-05
1875.5,3.359679249115288e-05
1876.5,3.358574758749455e-05
1877.5,3.3576598070794716e-05
1878.5,3.356513479957357e-05
1879.5,3.355463923071511e-05
1880.5,3.354451109771617e-05
1881.5,3.353372449055314e-05
1882.5,3.352006388013251e-05
1883.5,3.350704719196074e-05
1884.5,3.349544567754492e-05
1885.5,3.348226528032683e-05
1886.5,3.346696757944301e-05
1887.5,3.345305231050588e-05
1888.5,3.343872231198475e-05
1889.5,3.342300624353811e-05
1890.5,3.3410553442081437e-05
1891.5,3.339751492603682e-05
1892.5,3.338601891300641e-05
1893.5,3.3375003113178536e-05
1894.5,3.336296867928468e-05
1895.5,3.33532334479969e-05
1896.5,3.334330904181115e-05
1897.5,3.3336713386233896e-05
1898.5,3.333047789055854e-05
1899.5,3.332518826937303e-05
1900.5,3.3320917282253504e-05
1901.5,3.332064443384297e-05
1902.5,3.3319163776468486e-05
1903.5,3.332037522341125e-05
1904.5,3.332117557874881e-05
1905.5,3.332591586513445e-05
1906.5,3.333061977173202e-05
1907.5,3.333921267767437e-05
1908.5,3.334621942485683e-05
1909.5,3.335380824864842e-05
1910.5,3.3363809052389115e-05
1911.5,3.33753960148897e-05
1912.5,3.338673559483141e-05
1913.5,3.340124021633528e-05
1914.5,3.341419142088853e-05
1915.5,3.343004209455103e-05
1916.5,3.3445303415646777e-05
1917.5,3.3461423299741e-05
1918.5,3.3476702810730785e-05
1919.5,3.349238613736816e-05
1920.5,3.350971746840514e-05
1921.5,3.352550265844911e-05
1922.5,3.353967622388154e-05
1923.5,3.355668013682589e-05
1924.5,3.3572232496226206e-05
1925.5,3.35880795319099e-05
1926.5,3.3602867915760726e-05
1927.5,3.361879862495698e-05
1928.5,3.3633583370829e-05
1929.5,3.364652729942463e-05
1930.5,3.36622579197865e-05
1931.5,3.367645695107058e-05
1932.5,3.369094702065922e-05
1933.5,3.370527701918036e-05
1934.5,3.3717649785103276e-05
1935.5,3.373199433553964e-05
1936.5,3.3743359381332994e-05
1937.5,3.375653614057228e-05
1938.5,3.3767839340725914e-05
1939.5,3.377823668415658e-05
1940.5,3.378949622856453e-05
1941.5,3.379926420166157e-05
1942.5,3.3810229069786146e-05
