2118	1.1994
2119	0.72098
2120	0.16388
2121	0.40094
2122	0.31427
2123	0.63228
2124	1.3145
2125	0.94028
2126	0.43973
2127	0.017933
2128	0.78895
2129	1.1272
2130	0.91489
2131	0.67387
2132	0.85123
2133	0.85625
2134	0.47426
2135	0.45908
2136	0.52595
2137	0.98107
2138	0.84751
2139	0.92661
2140	0.32694
2141	0.79254
2142	1.1524
2143	0.86573
2144	0.50083
2145	0.39755
2146	0.77282
2147	0.97174
2148	0.10185
2149	0.48848
2150	0.64483
2151	0.57691
2152	0.66022
2153	0.3959
2154	0.28544
2155	0.73505
2156	0.43702
2157	0.49142
2158	0.74953
2159	0.9634
2160	0.68829
2161	0.50746
2162	0.36483
2163	0.66677
2164	1.2126
2165	0.92545
2166	0.5925
2167	0.67752
2168	0.079682
2169	0.61395
2170	0.28957
2171	0.68772
2172	0.42371
2173	0.26638
2174	0.53291
2175	0.88086
2176	1.053
2177	0.62756
2178	0.024199
2179	0.11278
2180	0.44585
2181	0.66139
2182	0.093334
2183	0.60198
2184	0.10084
2185	0.85991
2186	0.60523
2187	0.76192
2188	0.15885
2189	0.16526
2190	0.89609
2191	0.36237
2192	0.85225
2193	0.42859
2194	0.26457
2195	1.5204
2196	0.67883
2197	0.43842
2198	0.080786
2199	0.71255
2200	0.90429
2201	0.11994
2202	0.24384
2203	0.90776
2204	0.71777
2205	0.62226
2206	0.17493
2207	0.026239
2208	0.65909
2209	-0.10219
2210	1.0497
2211	0.83033
2212	0.71162
2213	0.46231
2214	0.29836
2215	0.67356
2216	0.94067
2217	0.40723
2218	0.5316
2219	0.4269
2220	0.19345
2221	0.11648
2222	0.1519
2223	0.47838
2224	0.21448
2225	0.59526
2226	0.13342
2227	0.55432
2228	0.14495
2229	-0.23528
2230	0.80157
2231	0.68697
2232	0.61986
2233	0.43106
2234	0.25808
2235	0.21093
2236	-0.08881
2237	0.47834
2238	0.265
2239	0.54893
2240	-0.022126
2241	-0.0078306
2242	0.15067
2243	1.2894
2244	0.41252
2245	-0.29054
2246	-0.16292
2247	0.53682
2248	0.51226
2249	0.022008
2250	0.099081
2251	0.38532
2252	0.57864
2253	-0.22524
2254	-0.064784
2255	0.3031
2256	-0.031334
2257	0.50007
2258	0.36806
2259	0.127
2260	0.87959
2261	-0.22396
2262	0.32487
2263	0.25849
2264	0.63656
2265	0.39609
2266	-0.30276
2267	-0.074211
2268	0.36112
2269	-0.19719
2270	0.17976
2271	0.52899
2272	0.26229
2273	-0.016294
2274	-0.0073074
2275	0.33707
2276	-0.19385
2277	-0.0070852
2278	0.086034
2279	0.4706
2280	0.30958
2281	0.16212
2282	-0.23032
2283	0.28004
2284	0.24671
2285	-0.12076
2286	0.44298
2287	0.12095
2288	0.75327
2289	0.40845
2290	-0.099225
2291	0.20604
2292	0.53366
2293	0.33205
2294	0.30241
2295	-0.2563
2296	-0.22602
2297	0.1162
2298	0.78125
2299	-0.0032611
2300	-0.4503
2301	0.17531
2302	0.37559
2303	0.063708
2304	0.55462
2305	0.14909
2306	-0.14686
2307	-0.18908
2308	0.11939
2309	0.22019
2310	0.37598
2311	0.035309
2312	-0.2476
2313	0.011909
2314	0.33925
2315	0.81182
2316	-0.20817
2317	0.27179
2318	0.28581
2319	0.30734
2320	0.27288
2321	-0.45387
2322	-0.22437
2323	0.21646
2324	0.59178
2325	-0.15958
2326	0.10771
2327	-0.12509
2328	0.21854
2329	-0.12038
2330	0.35855
2331	0.056073
2332	0.10238
2333	0.48619
2334	-0.25204
2335	0.42585
2336	0.11896
2337	0.00053329
2338	0.29055
2339	0.087876
2340	-0.5136
2341	0.18448
2342	-0.068839
2343	1.2007
2344	-0.027191
2345	-0.46724
2346	-0.093464
2347	-0.30814
2348	-0.24037
2349	0.053572
2350	-0.24825
2351	-0.65277
2352	0.05828
2353	-0.082342
2354	0.49403
2355	0.020727
2356	0.29848
2357	0.10733
2358	0.29472
2359	0.29584
2360	0.32319
2361	-0.48201
2362	0.46924
2363	0.12796
2364	0.236
2365	-0.055432
2366	-0.89736
2367	-0.03818
2368	0.15553
2369	-0.53224
2370	0.34909
2371	0.40791
2372	0.056657
2373	-0.23007
2374	0.068405
2375	-0.32262
2376	-0.20705
2377	0.12338
2378	0.059671
2379	0.44042
2380	-0.22876
2381	-0.27428
2382	-0.019639
2383	-0.36099
2384	-0.15612
2385	0.33129
2386	-0.11492
2387	-0.0022509
2388	-0.24018
2389	0.22344
2390	0.62131
2391	0.23444
2392	-0.75505
2393	0.46131
2394	-0.087969
2395	0.11682
2396	0.34593
2397	0.10796
2398	0.1284
2399	0.2203
2400	0.1031
2401	-0.19091
2402	-0.26005
2403	0.29461
2404	-0.073194
2405	-0.49888
2406	-0.023352
2407	0.60426
2408	0.1548
2409	-0.27397
2410	0.065087
2411	0.44929
2412	0.32621
2413	-0.35683
2414	-0.3488
2415	-0.19423
2416	0.25537
2417	-0.041888
2418	0.2283
2419	-0.66198
2420	0.019878
2421	-0.36296
2422	-0.23772
2423	0.34786
2424	0.41553
2425	0.74246
2426	-0.47998
2427	-0.34875
2428	-0.37335
2429	0.98143
2430	0.090219
2431	-0.29562
2432	0.07838
2433	-0.1743
2434	0.12471
2435	-0.040755
2436	0.037135
2437	0.3939
2438	-0.54926
2439	0.15821
2440	-0.40219
2441	0.26088
2442	0.043925
2443	-0.58946
2444	-0.12925
2445	0.021269
2446	0.26045
2447	0.10518
2448	0.73825
2449	-0.32716
2450	-0.18539
2451	0.15892
2452	-0.18955
2453	-0.051426
2454	-0.26956
2455	-0.31139
2456	-0.30099
2457	-0.23248
2458	0.67372
2459	0.14909
2460	-0.23351
2461	0.099932
2462	0.097349
2463	-0.54755
2464	-0.049058
2465	0.47476
2466	0.26184
2467	-0.44013
2468	-0.46763
2469	0.055549
2470	-0.36002
2471	0.077341
2472	0.10134
2473	-0.24567
2474	0.060715
2475	-0.051423
2476	0.0078135
2477	0.20028
2478	-0.088589
2479	0.026442
2480	-0.29499
2481	-0.0044892
2482	0.48233
2483	0.14929
2484	-0.067048
2485	0.4618
2486	-0.38541
2487	0.17858
2488	-0.40414
2489	0.35055
2490	0.21364
2491	0.28629
2492	-0.35817
2493	0.23257
2494	0.24747
2495	-0.22829
2496	-0.0029025
2497	0.34283
2498	-0.2163
2499	-0.18754
2500	0.1031
2501	-0.19091
2502	-0.26005
2503	0.29461
2504	-0.073194
2505	-0.49888
2506	-0.023352
2507	0.60426
2508	0.1548
2509	-0.27397
2510	0.065087
2511	0.44929
2512	0.32621
2513	-0.35683
2514	-0.3488
2515	-0.19423
2516	0.25537
2517	-0.041888
2518	0.2283
2519	-0.66198
2520	0.019878
2521	-0.36296
2522	-0.23772
2523	0.34786
2524	0.41553
2525	0.74246
2526	-0.47998
2527	-0.34875
2528	-0.37335
2529	0.98143
2530	0.090219
2531	-0.29562
2532	0.07838
2533	-0.1743
2534	0.12471
2535	-0.040755
2536	0.037135
2537	0.3939
2538	-0.54926
2539	0.15821
2540	-0.40219
2541	0.26088
2542	0.043925
2543	-0.58946
2544	-0.12925
2545	0.021269
2546	0.26045
2547	0.10518
2548	0.73825
2549	-0.32716
2550	-0.18539
2551	0.15892
2552	-0.18955
2553	-0.051426
2554	-0.26956
2555	-0.31139
2556	-0.30099
2557	-0.23248
2558	0.67372
2559	0.14909
2560	-0.23351
2561	0.099932
2562	0.097349
2563	-0.54755
2564	-0.049058
2565	0.47476
2566	0.26184
2567	-0.44013
2568	-0.46763
2569	0.055549
2570	-0.36002
2571	0.077341
2572	0.10134
2573	-0.24567
2574	0.060715
2575	-0.051423
2576	0.0078135
2577	0.20028
2578	-0.088589
2579	0.026442
2580	-0.29499
2581	-0.0044892
2582	0.48233
2583	0.14929
2584	-0.067048
2585	0.4618
2586	-0.38541
2587	0.17858
2588	-0.40414
2589	0.35055
2590	0.21364
2591	0.28629
2592	-0.35817
2593	0.23257
2594	0.24747
2595	-0.22829
2596	-0.0029025
2597	0.34283
2598	-0.2163
2599	-0.18754
2600	0.1675
2601	-0.22692
2602	-0.19806
2603	-0.29349
2604	0.14917
2605	0.035818
2606	0.22362
2607	-0.11901
2608	-0.64344
2609	0.089486
2610	-0.06312
2611	-0.30853
2612	0.19454
2613	0.15027
2614	-0.56993
2615	-0.4531
2616	-0.67685
2617	-0.054863
2618	0.10951
2619	0.29773
2620	0.32509
2621	-0.10277
2622	0.21503
2623	0.33266
2624	-0.19884
2625	0.22287
2626	-0.65489
2627	-0.092339
2628	-0.25958
2629	-0.070159
2630	0.4153
2631	-0.37949
2632	0.62139
2633	-0.26517
2634	-0.27757
2635	-0.83452
2636	0.64561
2637	-0.59112
2638	0.055312
2639	-0.14366
2640	0.0034238
2641	-0.060546
2642	0.23019
2643	0.29423
2644	0.13794
2645	-0.2884
2646	-0.051672
2647	0.17803
2648	-0.0054975
2649	-0.34113
2650	0.038661
2651	-0.35328
2652	0.45905
2653	0.29171
2654	-0.14444
2655	0.33499
2656	-0.36953
2657	0.24974
2658	-0.45328
2659	0.36561
2660	0.59005
2661	0.067191
2662	0.064306
2663	0.11234
2664	-0.36419
2665	-0.28487
2666	8.4399e-05
2667	0.75105
2668	0.011546
2669	-0.35385
2670	0.34871
2671	0.060086
2672	0.37997
2673	0.049323
2674	-0.014818
2675	-0.5829
2676	0.14763
2677	-0.28198
2678	0.05734
2679	0.0043551
2680	-0.43764
2681	-0.03186
2682	0.12281
2683	-0.025948
2684	-0.24651
2685	0.17658
2686	-0.13934
2687	0.54761
2688	0.16336
2689	0.26213
2690	-0.40842
2691	0.02602
2692	-0.24212
2693	-0.0093016
2694	-0.34526
2695	-0.04433
2696	0.16886
2697	0.56484
2698	0.19657
2699	-0.424
2700	-0.21431
2701	-0.32345
2702	0.070942
2703	0.014618
2704	0.20128
2705	-0.063007
2706	0.046029
2707	-0.42312
2708	-0.25284
2709	-0.16634
2710	0.016915
2711	0.28638
2712	0.11317
2713	0.11236
2714	-0.33721
2715	-0.40813
2716	-0.28726
2717	0.14073
2718	0.1971
2719	0.54849
2720	0.2423
2721	-0.29721
2722	0.15978
2723	-0.32404
2724	0.067322
2725	0.13683
2726	-0.19218
2727	-0.41515
2728	-0.22058
2729	-0.26073
2730	0.21002
2731	0.35651
2732	0.29427
2733	0.36096
2734	0.23883
2735	0.028031
2736	-0.19335
2737	-0.45595
2738	-0.082318
2739	-0.34428
2740	-0.38291
2741	-0.21609
2742	0.069484
2743	0.12089
2744	0.15876
2745	-0.082019
2746	0.039887
2747	0.5075
2748	0.10414
2749	0.44452
2750	0.072273
2751	-0.51756
2752	0.50406
2753	0.2385
2754	0.29961
2755	-0.16674
2756	0.14323
2757	-0.27676
2758	0.4248
2759	-0.075997
2760	-0.36981
2761	-0.79734
2762	-0.19944
2763	-0.2024
2764	0.11952
2765	0.57914
2766	0.14006
2767	-0.45702
2768	0.48027
2769	0.032351
2770	-0.31371
2771	0.080614
2772	-0.51375
2773	-0.30146
2774	-0.27478
2775	-0.15488
2776	-0.15299
2777	0.14514
2778	-0.0065882
2779	-0.15791
2780	-0.29859
2781	-0.090176
2782	-0.18008
2783	0.016789
2784	0.14921
2785	-0.27794
2786	-0.48145
2787	0.21532
2788	-0.017384
2789	0.021126
2790	-0.016001
2791	0.28662
2792	0.1601
2793	-0.13596
2794	-0.026598
2795	-0.21991
2796	-0.12344
2797	0.12292
2798	-0.52412
2799	0.0078241
2800	-0.072521
2801	-0.14583
2802	-0.32812
2803	-0.21314
2804	0.1969
2805	-0.041824
2806	-0.50286
2807	-0.0093945
2808	0.44931
2809	0.51102
2810	-0.16373
2811	-0.47377
2812	0.14544
2813	-0.10678
2814	-0.52246
2815	0.083188
2816	-0.39139
2817	0.18135
2818	-0.4908
2819	-0.33588
2820	-0.39725
2821	-0.11458
2822	0.2125
2823	0.36769
2824	0.049934
2825	-0.1545
2826	-0.47782
2827	-0.25357
2828	0.17858
2829	-0.13338
2830	-0.070373
2831	-0.90653
2832	-0.26459
2833	0.31665
2834	0.21846
2835	-0.45043
2836	-0.40003
2837	-0.43811
2838	0.057832
2839	0.043328
2840	0.073468
2841	0.021349
2842	0.16332
2843	-0.53658
2844	0.041889
2845	-0.2422
2846	0.16763
2847	-0.24493
2848	-0.11912
2849	-0.14168
2850	0.45021
2851	0.27239
2852	0.28547
2853	0.11653
2854	-0.41676
2855	0.60768
2856	-0.84992
2857	0.034083
2858	-0.10089
2859	0.23918
2860	-0.16326
2861	-0.4114
2862	-0.2512
2863	-0.7411
2864	0.22624
2865	0.024121
2866	-0.30687
2867	0.089895
2868	-0.5715
2869	-0.053006
2870	0.21481
2871	0.070586
2872	0.049208
2873	-0.43787
2874	-0.1917
2875	0.25319
2876	-0.31131
2877	-0.15779
2878	-0.11642
2879	-0.018249
2880	-0.04325
2881	0.11883
2882	0.32755
2883	0.78386
2884	0.090018
2885	-0.38221
2886	0.073513
2887	0.075386
2888	0.17491
2889	-0.22487
2890	0.036216
2891	-0.85411
2892	0.17364
2893	0.38459
2894	-0.12993
2895	-0.063724
2896	-0.13271
2897	-0.11055
2898	-0.25035
2899	-0.98358
2900	0.22675
2901	0.20914
2902	-0.18591
2903	-0.064284
2904	0.028741
2905	-0.12651
2906	-0.068795
2907	0.12296
2908	-0.027308
2909	-0.12908
2910	-0.24326
2911	0.12587
2912	-0.67349
2913	-0.24463
2914	-0.42203
2915	0.58963
2916	-0.11424
2917	-0.039101
2918	-0.56903
2919	-0.32559
2920	0.49031
2921	-0.31668
2922	0.46521
2923	-0.25597
2924	-0.49779
2925	-0.25487
2926	-0.19954
2927	0.031155
2928	0.34271
2929	-0.16328
2930	-0.13115
2931	-0.31408
2932	-0.1852
2933	0.22035
2934	0.41734
2935	0.075539
2936	-0.2702
2937	-0.15291
2938	0.14265
2939	-0.43686
2940	-0.00056661
2941	-0.28699
2942	-0.16663
2943	0.12546
2944	0.14573
2945	-0.13988
2946	-0.048659
2947	-0.0049986
2948	-0.76201
2949	0.19282
2950	0.16922
2951	-0.40408
2952	-0.28398
2953	-0.032735
2954	0.4195
2955	-0.43313
2956	0.00013291
2957	-0.42124
2958	-0.53286
2959	0.12664
2960	-0.11899
2961	-0.27206
2962	0.21606
2963	-0.28375
2964	0.39904
2965	0.058522
2966	-0.3737
2967	-0.54549
2968	-0.066378
2969	-0.12326
2970	0.047635
2971	-0.19337
2972	-0.46012
2973	-0.40377
2974	0.19371
2975	-0.15072
2976	-0.18194
2977	-0.080323
2978	-0.42752
2979	0.059995
2980	0.34596
2981	-0.22972
2982	0.51694
2983	0.89055
2984	-0.25291
2985	-0.85968
2986	-0.24396
2987	-0.19874
2988	0.76529
2989	0.14788
2990	-0.28462
2991	-0.19124
2992	0.052107
2993	-0.67758
2994	0.21867
2995	-0.38418
2996	-0.30416
2997	-0.22968
2998	0.33327
2999	-0.24579
