Time (Year),rtmt
2015,1.65569
2016,1.9249599999999998
2017,0.8770399999999999
2018,1.3250600000000001
2019,1.83086
2020,1.35335
2021,1.5689600000000001
2022,0.9329700000000001
2023,0.9844299999999999
2024,1.3726399999999999
2025,1.83917
2026,1.53102
2027,1.314
2028,1.97817
2029,0.70506
2030,1.25325
2031,1.73442
2032,1.7155200000000002
2033,1.64775
2034,1.32958
2035,0.35266
2036,1.38865
2037,1.56718
2038,1.87775
2039,1.2853299999999999
2040,0.66672
2041,1.19874
2042,2.05139
2043,1.43886
2044,0.6665300000000001
2045,1.1808299999999998
2046,1.5276100000000001
2047,1.3876700000000002
2048,1.35781
2049,0.7872399999999999
2050,1.6668900000000002
2051,1.7204
2052,1.43079
2053,1.35824
2054,1.41719
2055,1.10982
2056,1.24076
2057,1.4824899999999999
2058,1.44966
2059,1.21658
2060,1.08693
2061,1.53236
2062,1.53739
2063,1.59128
2064,1.47516
2065,1.58125
2066,1.09968
2067,1.05685
2068,0.65457
2069,1.51111
2070,1.83496
2071,1.7508700000000001
2072,1.12796
2073,1.18055
2074,1.278
2075,1.43915
2076,1.21846
2077,1.60481
2078,1.19626
2079,0.86213
2080,1.50652
2081,1.8271
2082,1.6893
2083,0.55035
2084,1.18674
2085,1.5281200000000001
2086,1.73747
2087,0.98755
2088,0.82714
2089,1.5486799999999998
2090,1.7039099999999998
2091,1.8277299999999999
2092,1.65557
2093,0.26495
2094,0.9692
2095,1.69887
2096,1.6834200000000001
2097,1.3379299999999998
2098,0.61503
2099,1.45833
2100,1.54577
2101,1.31371
2102,1.45308
2103,0.80369
2104,1.42561
2105,1.32044
2106,1.55016
2107,1.17021
2108,1.02247
2109,1.54166
2110,1.3231
2111,1.09709
2112,1.13676
2113,0.7648699999999999
2114,1.4304
2115,1.6968599999999998
2116,1.4004299999999998
2117,0.37355
2118,1.4002299999999999
2119,1.63228
2120,1.9208
2121,1.39116
2122,0.82835
2123,0.8155600000000001
2124,1.142
2125,1.464
2126,1.51457
2127,1.31179
2128,1.4233799999999999
2129,1.5389700000000002
2130,0.51468
2131,1.09176
2132,1.38866
2133,1.67901
2134,1.1962700000000002
2135,0.49113
2136,1.3033299999999999
2137,1.74754
2138,1.4028100000000001
2139,1.08388
2140,0.9874700000000001
2141,0.56825
2142,1.2652700000000001
2143,1.85903
2144,1.53909
2145,1.4591
2146,0.90502
2147,1.10032
2148,1.5434
2149,1.32635
2150,1.10998
2151,1.38499
2152,0.9394899999999999
2153,1.51565
2154,1.45097
2155,1.18001
2156,1.0559
2157,1.2077
2158,1.34622
2159,1.2125700000000001
2160,0.97319
